Order ID,CustomerID,ProductID,DateID,WarehouseID,ShipmentID,Shipping Time,Order Quantity,Gross Sales,Discount %,Profit
6563,2124,36,90,2,1087,5,2,100,0.17,125
23028,1601,36,540,2,2703,4,2,100,0.03,125
39065,1683,36,128,2,2704,4,2,100,0.04,125
39953,2388,36,75,2,306,5,2,100,0.01,125
49075,2330,36,594,2,2705,5,2,100,0.16,125
51375,2254,36,921,2,2247,6,2,100,0.05,125
55201,2322,36,203,2,1761,5,2,100,0.1,125
55903,2389,36,664,2,1534,6,2,100,0.16,125
55903,2389,36,700,2,2706,6,2,100,0.17,125
57283,2203,36,558,2,2707,4,2,100,0.06,125
63285,1578,36,785,2,1566,2,2,100,0.0,125
1163,1495,36,366,2,1589,6,2,100,0.06,125
3985,1508,36,2,2,2200,5,2,100,0.13,125
6365,1932,36,815,2,2505,2,2,100,0.06,125
7153,2153,36,524,2,1084,4,2,100,0.05,125
13625,2390,36,832,2,2708,6,2,100,0.04,125
15258,2391,36,445,2,567,3,2,100,0.01,125
15575,2392,36,98,2,211,6,2,100,0.12,125
21688,1663,36,647,2,2709,5,2,100,0.06,125
21966,2393,36,539,2,2490,5,2,100,0.05,125
27995,2394,36,65,2,124,6,2,100,0.03,125
29381,1770,36,783,2,2710,6,2,100,0.04,125
35385,2395,36,504,2,342,5,2,100,0.07,125
39353,1990,36,196,2,2312,5,2,100,0.04,125
41526,2396,36,183,2,1919,3,2,100,0.17,125
43578,2397,36,22,2,22,4,2,100,0.09,125
43578,2397,36,580,2,1796,6,2,100,0.07,125
47588,2398,36,529,2,2497,4,2,100,0.01,125
55565,2399,36,129,2,135,6,2,100,0.2,125
63843,2400,36,368,2,33,3,2,100,0.2,125
11671,2054,36,153,2,2424,2,2,100,0.13,125
19571,2056,36,6,2,2711,2,2,100,0.25,125
29593,1799,36,922,2,2712,4,2,100,0.16,125
33228,1424,36,448,2,2045,2,2,100,0.02,125
33228,1424,36,448,2,2045,2,2,100,0.03,125
35301,2401,36,230,2,184,2,2,100,0.17,125
37333,2402,36,305,2,2713,4,2,100,0.01,125
39008,2403,36,306,2,2714,4,2,100,0.1,125
41266,1715,36,274,2,2715,0,2,100,0.16,125
45366,1637,36,240,2,1345,2,2,100,0.02,125
45366,1637,36,240,2,1345,2,2,100,0.01,125
45666,1857,36,275,2,2445,2,2,100,0.01,125
45683,1776,36,275,2,1162,4,2,100,0.0,125
47223,2404,36,223,2,2716,0,2,100,0.05,125
53263,1642,36,468,2,2635,4,2,100,0.16,125
53313,2064,36,74,2,541,4,2,100,0.13,125
53835,1652,36,353,2,2177,2,2,100,0.03,125
59051,2405,36,493,2,2717,2,2,100,0.09,125
63636,2295,36,30,2,2362,2,2,100,0.0,125
63898,2262,36,368,2,2618,4,2,100,0.12,125
275,1567,37,108,2,2123,1,5,300,0.25,147
636,1696,37,568,2,676,2,5,300,0.01,147
3336,2406,37,169,2,271,2,5,300,0.17,147
3581,2370,37,635,2,2334,2,5,300,0.1,147
4726,1523,37,419,2,1404,2,5,300,0.02,147
5736,2407,37,399,2,1618,2,5,300,0.18,147
15296,1719,37,191,2,1394,2,5,300,0.04,147
15563,1839,37,216,2,2718,0,5,300,0.0,147
15903,1698,37,766,2,2543,0,5,300,0.09,147
17333,2408,37,481,2,2719,2,5,300,0.06,147
19093,1699,37,547,2,519,4,5,300,0.07,147
21616,2409,37,482,2,1225,2,5,300,0.09,147
21623,1662,37,482,2,976,4,5,300,0.06,147
25061,1911,37,518,2,1069,2,5,300,0.02,147
27993,1602,37,543,2,2357,4,5,300,0.02,147
39051,2376,37,618,2,2720,0,5,300,0.07,147
39258,1518,37,498,2,1510,2,5,300,0.13,147
41531,2138,37,197,2,235,2,5,300,0.04,147
45355,2013,37,240,2,503,2,5,300,0.04,147
45603,1575,37,244,2,1775,4,5,300,0.03,147
45645,1638,37,275,2,2170,6,5,300,0.25,147
51203,2410,37,437,2,2721,2,5,300,0.05,147
53051,2411,37,723,2,2615,2,5,300,0.15,147
55828,1868,37,421,2,134,4,5,300,0.02,147
57025,1628,37,77,2,2153,6,5,300,0.0,147
61841,2176,37,583,2,1260,2,5,300,0.17,147
65275,2302,37,227,2,1583,6,5,300,0.13,147
65933,1788,37,188,2,205,2,5,300,0.03,147
67081,1704,37,780,2,2549,2,5,300,0.02,147
915,1537,37,666,2,2112,6,5,300,0.0,147
1328,1789,37,366,2,2722,4,5,300,0.1,147
3566,2178,37,635,2,951,2,5,300,0.12,147
5503,2181,37,229,2,1052,2,5,300,0.01,147
11673,1963,37,153,2,2424,2,5,300,0.25,147
13886,2412,37,858,2,2652,2,5,300,0.05,147
15295,2413,37,191,2,1394,2,5,300,0.05,147
15636,1688,37,450,2,1569,2,5,300,0.13,147
19336,2414,37,193,2,2723,2,5,300,0.03,147
21206,1584,37,7,2,2506,2,5,300,0.05,147
31098,2415,37,423,2,1626,4,5,300,0.0,147
39671,1692,37,719,2,48,-2,5,300,0.0,147
41936,1648,37,183,2,2724,-8,5,300,0.09,147
47283,2416,37,89,2,2725,-10,5,300,0.09,147
49043,2417,37,331,2,2726,-23,5,300,0.02,147
57351,2052,37,321,2,2727,-59,5,300,0.13,147
59585,2323,37,479,2,2728,-4,5,300,0.17,147
133,2377,37,310,2,1227,4,5,300,0.12,147
25263,1561,37,341,2,2118,4,5,300,0.0,147
35021,1884,37,329,2,194,2,5,300,0.17,147
37681,2418,37,491,2,2729,2,5,300,0.1,147
45546,2341,37,339,2,2591,2,5,300,0.1,147
47625,2419,37,198,2,784,6,5,300,0.01,147
53536,2420,37,106,2,805,2,5,300,0.07,147
55603,1643,37,563,2,2172,4,5,300,0.16,147
55603,1643,37,563,2,2172,4,5,300,0.17,147
67848,2312,37,32,2,2646,4,5,300,0.1,147
8196,2421,37,496,2,2254,3,5,300,0.13,147
11351,2422,37,800,2,2730,6,5,300,0.04,147
13308,2423,37,415,2,2731,6,5,300,0.0,147
15931,1459,37,923,2,1337,4,5,300,0.04,147
27648,1828,37,879,2,635,4,5,300,0.07,147
29251,2091,37,400,2,2732,5,5,300,0.1,147
33283,1464,37,354,2,299,3,5,300,0.05,147
33283,1464,37,225,2,145,4,5,300,0.06,147
35358,2035,37,234,2,1042,6,5,300,0.02,147
35876,2194,37,766,2,1882,2,5,300,0.15,147
45303,2424,37,387,2,417,2,5,300,0.1,147
53271,2425,37,924,2,2733,4,5,300,0.05,147
67385,2426,37,864,2,151,4,5,300,0.0,147
19023,2098,37,805,2,821,4,5,300,0.25,147
21611,1513,37,649,2,1792,2,5,300,0.1,147
31326,1800,37,579,2,2734,2,5,300,0.17,147
63956,1836,37,916,2,1478,4,5,300,0.2,147
67585,2111,37,813,2,2493,6,5,300,0.05,147
35266,2427,37,925,1,1385,3,5,300,0.15,147
4985,1478,37,519,2,2735,3,5,300,0.01,147
11588,2428,37,245,2,511,6,5,300,0.06,147
23855,1882,37,468,2,155,2,5,300,0.06,147
27858,1563,37,855,2,2736,6,5,300,0.13,147
33533,1465,37,581,2,2737,6,5,300,0.05,147
41228,2429,37,926,2,412,6,5,300,0.12,147
57805,1470,37,368,2,33,3,5,300,0.05,147
63825,2430,37,176,2,2738,6,5,300,0.05,147
4193,1558,37,81,2,2291,2,5,300,0.16,147
7736,2431,37,736,2,2739,5,5,300,0.09,147
7755,2266,37,317,2,2570,4,5,300,0.06,147
9158,1848,37,575,2,2106,4,5,300,0.06,147
9538,2432,37,114,2,118,3,5,300,0.25,147
13528,1541,37,858,2,2740,3,5,300,0.15,147
13906,1542,37,599,2,1086,2,5,300,0.04,147
15376,1936,37,637,2,2741,5,5,300,0.2,147
19036,1987,37,9,2,1807,4,5,300,0.18,147
19973,2433,37,350,2,460,2,5,300,0.01,147
21868,2434,37,817,2,2394,4,5,300,0.05,147
21966,2393,37,296,2,1158,4,5,300,0.17,147
21966,2393,37,696,2,1788,5,5,300,0.18,147
23523,2282,37,542,2,2742,2,5,300,0.12,147
33586,2157,37,123,2,1659,2,5,300,0.01,147
37616,2048,37,927,2,400,2,5,300,0.16,147
43578,2397,37,73,2,2743,6,5,300,0.25,147
45213,2435,37,550,2,2682,4,5,300,0.0,147
45963,2161,37,841,2,2744,4,5,300,0.15,147
49936,2436,37,928,2,2745,3,5,300,0.07,147
49936,2436,37,928,2,2746,4,5,300,0.09,147
51256,1940,37,292,2,2747,3,5,300,0.25,147
51826,2437,37,585,2,2537,6,5,300,0.15,147
57063,2287,37,913,2,2748,6,5,300,0.17,147
59953,2438,37,929,2,2634,2,5,300,0.09,147
61513,2439,37,778,2,875,3,5,300,0.02,147
63843,2400,37,447,2,852,2,5,300,0.03,147
67005,2291,37,861,2,2749,3,5,300,0.09,147
1333,2440,37,366,2,2128,2,5,300,0.09,147
19321,2441,37,193,2,2750,0,5,300,0.05,147
19676,2442,37,314,2,899,2,5,300,0.25,147
25063,1854,37,518,2,2751,4,5,300,0.01,147
29591,2443,37,922,2,2752,2,5,300,0.2,147
33548,2444,37,805,2,107,2,5,300,0.04,147
65911,1961,37,188,2,205,2,5,300,0.07,147
9563,1600,37,575,2,2753,4,5,300,0.18,147
11945,2445,37,584,2,1085,6,5,300,0.02,147
13566,2351,37,427,2,2674,2,5,300,0.09,147
13586,2446,37,427,2,2674,2,5,300,0.06,147
21361,1461,37,235,2,280,2,5,300,0.13,147
31031,2447,37,476,2,2754,2,5,300,0.07,147
35301,2401,37,230,2,184,2,5,300,0.1,147
35663,1714,37,504,2,92,4,5,300,0.18,147
39588,2448,37,281,2,1671,2,5,300,0.06,147
41021,2258,37,282,2,1753,2,5,300,0.07,147
43095,2057,37,885,2,1897,6,5,300,0.07,147
45666,1857,37,275,2,2445,2,5,300,0.2,147
47243,1716,37,223,2,906,2,5,300,0.17,147
49246,1429,37,286,2,2050,2,5,300,0.01,147
51883,2449,37,393,2,1545,2,5,300,0.09,147
53061,2063,37,723,2,2615,2,5,300,0.12,147
57353,2450,37,321,2,2657,0,5,300,0.12,147
1795,1580,37,214,2,2755,2,4,240,0.16,147
21901,1938,37,9,2,655,2,4,240,0.2,147
23396,2451,37,452,2,1924,1,4,240,0.09,147
33228,1424,37,448,2,2045,2,4,240,0.03,147
43206,1649,37,522,2,2756,2,4,240,0.07,147
51073,2452,37,163,2,2757,1,4,240,0.01,147
51548,2453,37,492,2,2758,4,4,240,0.04,147
53053,1489,37,723,2,2253,2,4,240,0.13,147
55266,1782,37,574,2,2759,1,4,240,0.01,147
63905,2355,37,368,2,1080,1,4,240,0.17,147
63971,1903,37,31,2,2760,2,4,240,0.07,147
65091,2065,37,488,2,994,2,4,240,0.09,147
65028,1982,37,369,1,1582,4,4,240,0.15,147
1501,1654,37,537,2,2180,2,4,240,0.01,147
1505,2454,37,537,2,296,6,4,240,0.0,147
2585,1706,37,53,2,2678,6,4,240,0.16,147
7728,2455,37,81,2,2631,4,4,240,0.16,147
7761,2456,37,257,2,329,2,4,240,0.13,147
8925,2457,37,269,2,2761,6,4,240,0.2,147
9538,2432,37,575,2,2106,4,4,240,0.01,147
9596,2458,37,215,2,2762,2,4,240,0.2,147
15913,1986,37,766,2,2406,4,4,240,0.04,147
17953,2459,37,502,2,1223,4,4,240,0.02,147
19973,2433,37,347,2,1955,4,4,240,0.13,147
23523,2282,37,296,2,1158,4,4,240,0.02,147
25336,2283,37,11,2,11,2,4,240,0.15,147
27683,2270,37,820,2,1333,4,4,240,0.06,147
27888,1554,37,829,2,170,4,4,240,0.12,147
33516,2460,37,805,2,869,2,4,240,0.25,147
35963,1607,37,263,2,336,4,4,240,0.07,147
35986,2363,37,672,2,1460,2,4,240,0.06,147
39345,2211,37,196,2,2627,6,4,240,0.05,147
41976,1669,37,183,2,892,2,4,240,0.07,147
47588,2398,37,185,2,1561,4,4,240,0.06,147
47688,2162,37,528,2,1953,4,4,240,0.13,147
47801,2461,37,90,2,1562,2,4,240,0.0,147
47913,2462,37,519,2,1071,4,4,240,0.16,147
53675,2463,37,474,2,1194,6,4,240,0.07,147
55381,2464,37,722,2,1215,2,4,240,0.02,147
57968,2288,37,322,2,482,4,4,240,0.17,147
67906,2465,37,457,2,2345,2,4,240,0.09,147
275,1567,37,108,2,2123,1,4,240,0.12,147
3583,1434,37,635,2,1902,4,4,240,0.12,147
5958,2466,37,569,2,954,4,4,240,0.1,147
15218,2169,37,636,2,1086,4,4,240,0.0,147
15563,1839,37,216,2,2718,0,4,240,0.12,147
15563,1839,37,216,2,2718,0,4,240,0.13,147
19235,2297,37,335,2,1641,6,4,240,0.04,147
21623,1662,37,482,2,976,4,4,240,0.2,147
31568,2104,37,441,2,1351,4,4,240,0.02,147
31951,2467,37,364,2,568,2,4,240,0.16,147
39001,1843,37,306,2,2763,0,4,240,0.09,147
39396,1947,37,46,2,1045,2,4,240,0.01,147
45211,2174,37,830,2,1477,2,4,240,0.12,147
45645,1638,37,275,2,2170,6,4,240,0.16,147
45965,2175,37,694,2,2547,2,4,240,0.25,147
49606,2468,37,478,2,1406,2,4,240,0.02,147
49623,2469,37,478,2,2764,4,4,240,0.0,147
53051,2411,37,723,2,2615,2,4,240,0.15,147
53866,2226,37,292,2,451,2,4,240,0.12,147
57223,1950,37,370,2,1104,4,4,240,0.18,147
63986,2177,37,778,2,2548,2,4,240,0.06,147
65585,2229,37,220,2,2765,6,4,240,0.15,147
65678,2470,37,365,2,1871,4,4,240,0.05,147
133,2377,37,310,2,1227,4,4,240,0.07,147
33953,1958,37,628,2,2766,4,4,240,0.06,147
39343,2471,37,467,2,2767,5,4,240,0.06,147
45881,2472,37,274,2,2535,6,4,240,0.07,147
59018,2473,37,777,2,2399,2,4,240,0.18,147
61845,1744,37,493,2,1005,4,4,240,0.2,147
67001,2474,37,188,2,2768,2,4,240,0.1,147
15211,2475,37,326,1,1329,3,4,240,0.01,147
35213,2338,37,536,1,397,6,4,240,0.12,147
51941,2109,37,49,2,250,2,4,240,0.12,147
3933,2123,37,516,2,181,4,4,240,0.02,147
4398,2239,37,720,2,2604,4,4,240,0.16,147
6583,2076,37,535,2,2605,0,4,240,0.09,147
13363,2183,37,520,2,1553,4,4,240,0.2,147
17085,1514,37,312,1,2769,2,4,240,0.01,147
17691,2476,37,171,2,2770,2,4,240,0.18,147
335,1969,37,489,2,2771,6,4,240,0.04,147
1383,2326,37,311,2,310,4,4,240,0.16,147
1383,2326,37,311,2,310,4,4,240,0.15,147
6588,2246,37,535,2,142,4,4,240,0.06,147
6588,2246,37,535,2,142,4,4,240,0.05,147
11558,1511,37,430,2,2559,4,4,240,0.2,147
11636,1972,37,225,2,874,2,4,240,0.15,147
21351,1799,37,235,2,2772,2,4,240,0.0,147
21613,1923,37,482,2,976,4,4,240,0.25,147
23546,1924,37,296,2,996,2,4,240,0.0,147
23635,1483,37,265,2,2667,6,4,240,0.16,147
25096,1976,37,379,2,601,2,4,240,0.04,147
27088,2250,37,298,2,1180,4,4,240,0.25,147
39065,1683,37,618,2,1316,6,4,240,0.05,147
39696,1802,37,719,2,2545,2,4,240,0.18,147
41345,2477,37,343,2,1207,6,4,240,0.15,147
43681,1979,37,184,2,1282,2,4,240,0.01,147
45088,2200,37,231,2,2773,4,4,240,0.0,147
47585,1451,37,185,2,1430,6,4,240,0.07,147
49075,2330,37,456,2,1611,6,4,240,0.03,147
49241,2313,37,286,2,893,2,4,240,0.09,147
49371,2478,37,241,2,947,2,4,240,0.25,147
55201,2322,37,409,2,305,2,4,240,0.09,147
55241,2479,37,574,2,2232,2,4,240,0.04,147
57538,2480,37,684,2,536,4,4,240,0.1,147
2965,2324,37,55,2,2611,2,2,120,0.06,147
6135,2120,37,150,2,2503,6,2,120,0.07,147
9985,2481,37,465,2,2774,1,2,120,0.25,147
11673,1963,37,153,2,2424,2,2,120,0.09,147
17693,1583,37,171,2,2262,4,2,120,0.1,147
29676,2086,37,14,2,1501,2,2,120,0.0,147
35238,2023,37,577,2,2427,4,2,120,0.18,147
41563,2320,37,197,2,2654,4,2,120,0.17,147
41971,2024,37,183,2,2428,2,2,120,0.16,147
55341,2192,37,277,2,426,2,2,120,0.25,147
55543,2087,37,200,2,2775,2,2,120,0.2,147
65665,2482,37,365,2,788,6,2,120,0.01,147
2365,2483,37,189,2,1490,6,2,120,0.09,147
7168,1420,37,438,2,825,4,2,120,0.18,147
19553,2335,37,6,2,2665,4,2,120,0.12,147
23553,2484,37,296,2,1228,2,2,120,0.0,147
35021,1884,37,329,2,194,2,2,120,0.18,147
45021,2485,37,367,2,2776,2,2,120,0.0,147
53813,2486,37,353,2,2177,2,2,120,0.12,147
67543,1920,37,494,2,2699,4,2,120,0.01,147
2923,2487,37,213,2,241,2,2,120,0.1,147
8196,2421,37,412,2,2777,5,2,120,0.1,147
8901,2488,37,564,2,722,2,2,120,0.17,147
15208,2489,37,621,2,2233,6,2,120,0.01,147
31678,2490,37,497,2,1012,2,2,120,0.0,147
31678,2490,37,375,2,2700,3,2,120,0.25,147
39283,1593,37,40,2,210,4,2,120,0.12,147
41616,1449,37,138,2,212,3,2,120,0.1,147
43053,1959,37,83,2,1373,3,2,120,0.25,147
47371,2491,37,808,2,1523,3,2,120,0.0,147
51275,2116,37,336,2,2778,3,2,120,0.01,147
59995,2238,37,265,2,2667,6,2,120,0.04,147
4798,2198,37,364,2,568,2,2,120,0.0,147
6398,2492,37,650,2,693,5,2,120,0.16,147
15878,1737,37,737,2,2779,3,2,120,0.01,147
17531,2121,37,498,2,217,3,2,120,0.05,147
19863,2493,37,909,2,2780,5,2,120,0.01,147
19863,2493,37,72,2,2781,5,2,120,0.02,147
21691,1526,37,343,2,1207,6,2,120,0.06,147
23635,1483,37,21,2,2782,6,2,120,0.13,147
23846,2494,37,184,2,1282,2,2,120,0.2,147
23855,1882,37,726,2,535,4,2,120,0.18,147
25096,1976,37,930,2,316,3,2,120,0.06,147
25281,2495,37,813,2,2493,6,2,120,0.09,147
25608,2496,37,630,2,1386,5,2,120,0.02,147
25688,1591,37,440,2,2465,5,2,120,0.25,147
25688,1591,37,827,2,2783,6,2,120,0.0,147
27858,1563,37,402,2,1108,2,2,120,0.02,147
31971,1831,37,286,2,24,3,2,120,0.16,147
31971,1831,37,410,2,2536,6,2,120,0.15,147
33581,2126,37,232,2,818,5,2,120,0.25,147
37896,1741,37,143,2,920,4,2,120,0.04,147
39206,2253,37,144,2,716,5,2,120,0.18,147
39695,2497,37,276,2,1244,2,2,120,0.06,147
41315,2498,37,842,2,1323,6,2,120,0.17,147
43285,2499,37,867,2,2784,5,2,120,0.01,147
43681,1979,37,321,2,1884,5,2,120,0.15,147
43813,2038,37,931,2,1480,3,2,120,0.02,147
47346,2329,37,289,2,857,6,2,120,0.03,147
51396,1547,37,254,2,321,2,2,120,0.1,147
53366,1577,37,509,2,1481,2,2,120,0.18,147
57538,2480,37,365,2,571,6,2,120,0.07,147
61216,2500,37,176,2,1389,2,2,120,0.01,147
15616,1720,37,133,1,206,2,2,120,0.04,147
3181,2131,37,149,2,815,3,2,120,0.13,147
5736,2407,37,634,2,721,2,2,120,0.06,147
8736,2501,37,399,2,1618,2,2,120,0.1,147
11375,2502,37,81,2,2631,4,2,120,0.06,147
15545,1482,37,875,2,973,2,2,120,0.1,147
19826,1661,37,59,2,118,2,2,120,0.04,147
21635,2503,37,466,2,1012,4,2,120,0.16,147
27603,1617,37,598,2,2785,3,2,120,0.04,147
29666,2010,37,472,2,2183,5,2,120,0.02,147
31851,2444,37,900,2,2786,0,2,120,0.05,147
49255,2504,37,379,2,1310,3,2,120,0.06,147
49623,2469,37,680,2,1577,2,2,120,0.25,147
49623,2469,37,680,2,1577,2,2,120,0.0,147
55276,1722,37,69,2,301,3,2,120,0.05,147
59651,1675,37,892,2,1991,4,2,120,0.12,147
59863,2094,37,775,2,2459,6,2,120,0.01,147
61505,2141,37,932,2,400,4,2,120,0.15,147
61578,2505,37,932,2,400,4,2,120,0.09,147
61963,2506,37,737,2,315,4,2,120,0.25,147
67596,2507,37,933,2,2787,5,2,120,0.18,147
776,2129,37,48,2,2093,2,2,120,0.25,147
3565,1419,37,286,2,2788,6,2,120,0.02,147
5196,1581,37,24,2,370,2,2,120,0.2,147
8731,2508,37,865,2,2789,4,2,120,0.12,147
11253,2168,37,703,2,1899,6,2,120,0.17,147
15383,1604,37,849,1,2790,6,2,120,0.1,147
17233,1942,37,309,2,2791,4,2,120,0.04,147
41818,2173,37,557,2,2792,3,2,120,0.15,147
49606,2468,37,228,2,849,2,2,120,0.01,147
63016,2018,37,797,2,2793,2,2,120,0.06,147
65818,2509,37,599,2,2794,4,2,120,0.03,147
8161,2144,37,435,2,2511,2,2,120,0.15,147
17023,2055,37,293,2,2426,2,2,120,0.18,147
19945,2066,37,347,1,2453,2,2,120,0.15,147
21666,1616,37,647,1,1439,2,2,120,0.13,147
27038,2214,37,44,2,2795,4,2,120,0.2,147
29386,2510,37,319,2,2796,2,2,120,0.09,147
43095,2057,37,885,2,1897,6,2,120,0.17,147
43206,1649,37,522,2,2756,2,2,120,0.05,147
47696,2061,37,528,2,1695,2,2,120,0.02,147
47858,2062,37,665,2,2797,4,2,120,0.02,147
49645,1779,37,478,2,2212,6,2,120,0.17,147
49923,1759,37,410,2,2321,2,2,120,0.18,147
51343,1650,37,210,2,2798,2,2,120,0.15,147
53263,1642,37,468,2,2635,4,2,120,0.03,147
67286,2098,37,326,2,565,2,2,120,0.01,147
67316,2152,37,326,2,2619,2,2,120,0.17,147
45268,2205,37,373,1,1097,4,2,120,0.18,147
4523,1748,37,454,2,1404,4,2,120,0.04,147
7738,2280,37,81,2,2631,4,2,120,0.07,147
8156,2511,37,435,2,2799,2,2,120,0.18,147
8595,2512,37,798,2,2800,6,2,120,0.03,147
15665,2156,37,450,2,2183,6,2,120,0.02,147
29261,2359,37,237,2,1271,2,2,120,0.1,147
29948,2513,37,291,2,943,4,2,120,0.13,147
31991,1713,37,364,2,568,2,2,120,0.12,147
37025,2364,37,320,2,2460,6,2,120,0.12,147
37911,2209,37,616,2,2626,2,2,120,0.02,147
37911,2209,37,616,2,2626,2,2,120,0.01,147
41243,2159,37,274,2,2628,4,2,120,0.0,147
41243,2159,37,274,2,2628,4,2,120,0.25,147
41341,2049,37,343,2,622,2,2,120,0.16,147
41506,1467,37,338,2,534,2,2,120,0.0,147
45218,2514,37,373,2,1097,4,2,120,0.0,147
45281,1504,37,373,2,2773,2,2,120,0.17,147
47941,2163,37,519,2,1428,2,2,120,0.15,147
49081,1469,37,456,2,919,2,2,120,0.18,147
51258,1780,37,232,2,1907,4,2,120,0.04,147
51875,2515,37,393,2,1001,6,2,120,0.16,147
55376,1453,37,722,2,1215,2,2,120,0.15,147
57961,2276,37,322,2,2185,2,2,120,0.2,147
59608,1783,37,202,2,1465,4,2,120,0.18,147
59871,1997,37,289,2,1006,2,2,120,0.2,147
61513,2439,37,724,2,938,4,2,120,0.13,147
67541,2516,37,494,2,2801,2,2,120,0.02,147
67818,1906,37,887,2,2345,4,2,120,0.12,147
15,1535,37,107,2,573,443,3,180,0.16,147
1788,2043,37,214,2,2802,962,3,180,0.01,147
2783,1597,37,54,2,747,3,3,180,0.17,147
4961,2279,37,181,2,912,-1,3,180,0.02,147
7736,2431,37,81,2,2803,35,3,180,0.15,147
8951,1933,37,269,2,166,63,3,180,0.13,147
15376,1936,37,599,2,2078,5,3,180,0.15,147
17551,1570,37,138,2,2804,40,3,180,0.12,147
19351,2517,37,193,2,2805,109,3,180,0.17,147
21808,1895,37,8,2,768,99,3,180,0.07,147
23083,1853,37,372,2,1791,88,3,180,0.12,147
25653,2518,37,307,2,2701,92,3,180,0.16,147
27061,1769,37,298,2,126,94,3,180,0.12,147
27888,1554,37,829,2,2806,79,3,180,0.09,147
29615,2519,37,442,2,126,57,3,180,0.09,147
41976,1669,37,183,2,890,-98,3,180,0.03,147
45008,2285,37,88,2,817,-113,3,180,0.16,147
45218,2514,37,373,2,18,-108,3,180,0.13,147
47801,2461,37,90,2,2807,-111,3,180,0.0,147
47913,2462,37,519,2,2808,-104,3,180,0.03,147
49673,2164,37,566,2,2140,-131,3,180,0.18,147
51823,2520,37,127,2,1863,-114,3,180,0.07,147
53688,1761,37,474,2,2152,-132,3,180,0.1,147
55206,1901,37,409,2,526,-139,3,180,0.09,147
55243,2275,37,574,2,2419,-134,3,180,0.05,147
59983,2289,37,96,2,2746,-133,3,180,0.05,147
61093,2213,37,433,2,220,-136,3,180,0.15,147
61618,2521,37,460,2,1089,-138,3,180,0.01,147
65063,2522,37,369,2,2232,-141,3,180,0.25,147
65028,1982,37,369,1,922,-109,3,180,0.03,147
13566,2351,37,257,2,1142,805,3,180,0.18,147
17065,1698,37,891,2,2809,712,3,180,0.01,147
23396,2451,37,572,2,2810,672,3,180,0.02,147
27065,1855,37,119,2,972,629,3,180,0.1,147
43095,2057,37,847,2,1947,-365,3,180,0.15,147
53298,2523,37,735,2,2811,-495,3,180,0.09,147
57301,2354,37,409,2,2812,-481,3,180,0.02,147
59586,1811,37,934,2,2813,-501,3,180,0.25,147
67851,1999,37,739,2,2814,-495,3,180,0.04,147
1558,2524,37,149,2,2815,480,3,180,0.03,147
19585,2525,37,6,2,1064,639,3,180,0.17,147
23995,1423,37,356,2,2816,627,3,180,0.15,147
25035,2526,37,518,2,2309,644,3,180,0.09,147
25263,1561,37,341,2,2817,299,3,180,0.12,147
25836,2527,37,218,2,2818,-346,3,180,0.04,147
45315,2528,37,916,2,2819,-336,3,180,0.03,147
51873,2529,37,393,2,2820,-330,3,180,0.0,147
53318,1588,37,74,2,2821,-325,3,180,0.06,147
55523,2530,37,200,2,2822,-305,3,180,0.05,147
55603,1643,37,563,2,260,-273,3,180,0.25,147
61268,2234,37,78,2,2823,-79,3,180,0.01,147
63081,1695,37,203,2,2824,-35,3,180,0.0,147
63088,2117,37,203,2,493,17,3,180,0.25,147
8188,2182,37,435,2,2825,-2,3,180,0.15,147
8188,2182,37,435,2,1784,16,3,180,0.16,147
8335,1859,37,112,2,2007,30,3,180,0.02,147
9728,2081,37,763,2,2826,50,3,180,0.17,147
13398,2185,37,520,2,2827,15,3,180,0.17,147
13398,2185,37,520,2,2426,55,3,180,0.16,147
17816,2082,37,222,2,1940,31,3,180,0.1,147
21541,1874,37,101,2,586,8,3,180,0.06,147
21828,1634,37,8,2,1508,13,3,180,0.06,147
25311,2379,37,11,2,2828,0,3,180,0.06,147
29978,1492,37,291,2,446,2,3,180,0.04,147
31061,2531,37,423,2,1865,17,3,180,0.12,147
43893,1574,37,239,2,2829,-162,3,180,0.2,147
45901,2532,37,694,2,2830,-174,3,180,0.1,147
45965,2175,37,694,2,2831,-166,3,180,0.05,147
47631,2533,37,198,2,2832,-188,3,180,0.12,147
49321,1887,37,23,2,2833,-182,3,180,0.06,147
55341,2192,37,277,2,2834,-138,3,180,0.01,147
59921,2534,37,487,2,2835,-125,3,180,0.13,147
63295,2019,37,664,2,2836,-159,3,180,0.03,147
65081,1951,37,488,2,2837,-120,3,180,0.18,147
65891,2535,37,513,2,2838,-78,3,180,0.16,147
23513,2536,37,296,2,1337,-263,3,180,0.07,147
59941,1929,37,487,2,2438,-690,3,180,0.1,147
11351,2422,37,259,2,1457,154,3,180,0.12,147
11631,2537,37,225,2,2839,157,3,180,0.04,147
27091,2538,37,298,2,2840,57,3,180,0.07,147
43928,2139,37,105,2,1378,-183,3,180,0.1,147
57013,2539,37,77,2,917,-219,3,180,0.06,147
61841,2176,37,583,2,1477,-241,3,180,0.04,147
63525,1914,37,29,2,1952,-235,3,180,0.02,147
67226,2096,37,315,2,320,-248,3,180,0.03,147
6356,1435,37,346,2,2841,802,3,180,0.1,147
6356,1435,37,346,2,2271,805,3,180,0.09,147
7108,2371,37,624,2,2842,813,3,180,0.12,147
15278,1658,37,191,2,2631,-107,3,180,0.03,147
