Order ID,Order Quantity,Shipping Time,Shipment Mode,Shipment Days - Scheduled,Delay Shipment,Customer Region,Customer Country,Warehouse Country,Order date,Order Year,Order Month,Order Day
63085,1,-11,First Class,1,On time,Northern Europe,Denmark,USA,2017-07-09 00:00:00,2017,7,9
65646,1,50,Second Class,2,Late,Southern Europe,Spain,USA,2017-08-16 00:00:00,2017,8,16
19056,1,6,Standard Class,4,Late,Western Europe,France,USA,2015-01-05 00:00:00,2015,1,5
31531,1,5,Standard Class,4,Late,South of  USA,USA,USA,2015-01-23 00:00:00,2015,1,23
35876,1,3,Standard Class,4,On time,East of USA,USA,USA,2015-02-02 00:00:00,2015,2,2
45518,1,5,Standard Class,4,Late,Eastern Europe,Poland,USA,2015-02-09 00:00:00,2015,2,9
2598,1,3,Standard Class,4,On time,Central America,Panama,USA,2015-03-30 00:00:00,2015,3,30
2923,1,4,Standard Class,4,On time,Central America,El Salvador,USA,2015-04-18 00:00:00,2015,4,18
4731,1,3,Standard Class,4,On time,Central America,Mexico,Puerto Rico,2015-04-22 00:00:00,2015,4,22
21353,1,6,Standard Class,4,Late,Southeast Asia,Thailand,USA,2015-06-15 00:00:00,2015,6,15
27833,1,3,Standard Class,4,On time,Eastern Asia,Japan,USA,2015-07-21 00:00:00,2015,7,21
35213,1,4,Standard Class,4,On time,West of USA,USA,Puerto Rico,2015-08-16 00:00:00,2015,8,16
49266,1,2,Standard Class,4,On time,North Africa,Algeria,USA,2015-10-18 00:00:00,2015,10,18
51275,1,4,Standard Class,4,On time,West Asia,Turkey,USA,2015-10-30 00:00:00,2015,10,30
57978,1,3,Standard Class,4,On time,Central America,Panama,USA,2015-12-06 00:00:00,2015,12,6
63598,1,5,Standard Class,4,Late,Western Europe,Germany,USA,2015-12-23 00:00:00,2015,12,23
335,1,2,Standard Class,4,On time,Central America,Guatemala,USA,2016-01-17 00:00:00,2016,1,17
9906,1,5,Standard Class,4,Late,South America,Brazil,USA,2016-04-08 00:00:00,2016,4,8
11305,1,6,Standard Class,4,Late,Southern Europe,Italy,USA,2016-04-19 00:00:00,2016,4,19
11636,1,5,Standard Class,4,Late,Southern Europe,Italy,USA,2016-05-21 00:00:00,2016,5,21
15588,1,3,Standard Class,4,On time,Western Europe,France,USA,2016-06-21 00:00:00,2016,6,21
19886,1,4,Standard Class,4,On time,Western Europe,France,USA,2016-07-18 00:00:00,2016,7,18
23855,1,3,Standard Class,4,On time,Eastern Asia,China,USA,2016-08-19 00:00:00,2016,8,19
25096,1,4,Standard Class,4,On time,South Asia,India,USA,2016-09-18 00:00:00,2016,9,18
37896,1,3,Standard Class,4,On time,East of USA,USA,USA,2016-11-08 00:00:00,2016,11,8
39953,1,3,Standard Class,4,On time,West of USA,USA,USA,2016-12-17 00:00:00,2016,12,17
51396,1,6,Standard Class,4,Late,Central America,Mexico,USA,2017-04-22 00:00:00,2017,4,22
51518,1,6,Standard Class,4,Late,Central America,El Salvador,USA,2017-04-29 00:00:00,2017,4,29
53601,1,2,Standard Class,4,On time,Caribbean,Cuba,USA,2017-05-02 00:00:00,2017,5,2
67066,1,5,Standard Class,4,Late,Northern Europe,Sweden,USA,2017-09-19 00:00:00,2017,9,19
2796,1,5,Standard Class,4,Late,South America,Brazil,USA,2015-02-06 00:00:00,2015,2,6
19093,1,2,Standard Class,4,On time,Northern Europe,United Kingdom,USA,2015-08-03 00:00:00,2015,8,3
19235,1,3,Standard Class,4,On time,Western Europe,France,USA,2015-08-05 00:00:00,2015,8,5
19288,1,2,Standard Class,4,On time,Southern Europe,Italy,USA,2015-08-14 00:00:00,2015,8,14
19826,1,3,Standard Class,4,On time,Northern Europe,Sweden,USA,2015-08-22 00:00:00,2015,8,22
21021,1,3,Standard Class,4,On time,Eastern Asia,Hong Kong,USA,2015-08-25 00:00:00,2015,8,25
21553,1,2,Standard Class,4,On time,Eastern Asia,China,USA,2015-09-01 00:00:00,2015,9,1
29621,1,4,Standard Class,4,On time,Eastern Asia,China,USA,2015-11-20 00:00:00,2015,11,20
47918,1,2,Standard Class,4,On time,West Africa,Nigeria,USA,2016-03-08 00:00:00,2016,3,8
49501,1,3,Standard Class,4,On time,Central Asia,Uzbekistan,USA,2016-03-08 00:00:00,2016,3,8
49546,1,2,Standard Class,4,On time,Northern Europe,Lithuania,USA,2016-03-09 00:00:00,2016,3,9
51835,1,5,Standard Class,4,Late,Central America,Mexico,USA,2016-04-08 00:00:00,2016,4,8
59688,1,2,Standard Class,4,On time,Central America,Panama,USA,2016-06-03 00:00:00,2016,6,3
67081,1,6,Standard Class,4,Late,Northern Europe,United Kingdom,USA,2016-08-16 00:00:00,2016,8,16
67675,1,3,Standard Class,4,On time,Northern Europe,United Kingdom,USA,2016-09-01 00:00:00,2016,9,1
1798,1,5,Second Class,2,Late,Central America,Mexico,USA,2016-09-21 00:00:00,2016,9,21
11388,1,2,Second Class,2,On time,Western Europe,France,USA,2016-11-06 00:00:00,2016,11,6
27993,1,3,Second Class,2,Late,South Asia,Afghanistan,USA,2017-02-26 00:00:00,2017,2,26
31216,1,5,First Class,1,Late,Oceania,New zealand,USA,2017-04-13 00:00:00,2017,4,13
35555,1,3,First Class,1,Late,West of USA,USA,USA,2017-04-27 00:00:00,2017,4,27
39221,1,4,Second Class,2,Late,South of  USA,USA,USA,2017-05-21 00:00:00,2017,5,21
39221,1,5,Second Class,2,Late,South of  USA,USA,USA,2017-05-21 00:00:00,2017,5,21
39625,1,5,Second Class,2,Late,East of USA,USA,USA,2017-06-14 00:00:00,2017,6,14
51873,1,2,Second Class,2,On time,Central America,El Salvador,USA,2017-08-04 00:00:00,2017,8,4
55323,1,5,Same Day,3,Late,South America,Brazil,USA,2017-08-07 00:00:00,2017,8,7
57025,1,2,Second Class,2,On time,South America,Venezuela,USA,2017-08-30 00:00:00,2017,8,30
57025,1,2,Second Class,2,On time,South America,Venezuela,USA,2017-08-30 00:00:00,2017,8,30
63351,1,2,Second Class,2,On time,Western Europe,France,USA,2017-09-11 00:00:00,2017,9,11
63368,1,6,First Class,1,Late,Western Europe,France,USA,2017-09-14 00:00:00,2017,9,14
65933,1,5,First Class,1,Late,Western Europe,France,USA,2017-09-23 00:00:00,2017,9,23
893,1,2,First Class,1,Late,Caribbean,Cuba,USA,2015-01-14 00:00:00,2015,1,14
5166,1,2,First Class,1,Late,Central America,Mexico,USA,2015-03-17 00:00:00,2015,3,17
11895,1,6,Second Class,2,Late,Western Europe,France,USA,2015-06-23 00:00:00,2015,6,23
13566,1,2,Second Class,2,On time,Northern Europe,United Kingdom,USA,2015-07-18 00:00:00,2015,7,18
17978,1,4,Second Class,2,Late,Southern Europe,Italy,USA,2015-09-20 00:00:00,2015,9,20
21991,1,2,Second Class,2,On time,Oceania,Australia,USA,2015-11-18 00:00:00,2015,11,18
25063,1,4,Second Class,2,Late,Oceania,Australia,USA,2016-01-01 00:00:00,2016,1,1
25641,1,2,First Class,1,Late,Southeast Asia,Vietnam,USA,2016-01-10 00:00:00,2016,1,10
35035,1,2,First Class,1,Late,US Center,USA,USA,2016-05-26 00:00:00,2016,5,26
35636,1,2,First Class,1,Late,South of  USA,USA,USA,2016-06-04 00:00:00,2016,6,4
47243,1,2,First Class,1,Late,East Africa,Zambia,USA,2016-11-20 00:00:00,2016,11,20
53298,1,2,First Class,1,Late,South America,Brazil,USA,2017-02-17 00:00:00,2017,2,17
57301,1,2,First Class,1,Late,South America,Colombia,USA,2017-04-16 00:00:00,2017,4,16
57353,1,0,Same Day,3,On time,Central America,Honduras,USA,2017-04-17 00:00:00,2017,4,17
63905,1,1,Same Day,3,On time,Northern Europe,Ireland,USA,2017-07-21 00:00:00,2017,7,21
5531,1,2,Standard Class,4,On time,South America,Brazil,USA,2015-03-22 00:00:00,2015,3,22
11316,1,2,Standard Class,4,On time,Western Europe,France,USA,2015-06-15 00:00:00,2015,6,15
11316,1,2,Standard Class,4,On time,Western Europe,France,USA,2015-06-15 00:00:00,2015,6,15
11606,1,2,Standard Class,4,On time,Western Europe,France,USA,2015-06-19 00:00:00,2015,6,19
15258,1,4,Standard Class,4,On time,Western Europe,Germany,USA,2015-08-11 00:00:00,2015,8,11
15856,1,2,Standard Class,4,On time,Southern Europe,Italy,USA,2015-08-20 00:00:00,2015,8,20
17561,1,2,Standard Class,4,On time,Western Europe,France,USA,2015-09-14 00:00:00,2015,9,14
19581,1,2,Standard Class,4,On time,Southern Europe,Spain,USA,2015-10-13 00:00:00,2015,10,13
19895,1,6,Standard Class,4,Late,Southern Europe,Italy,USA,2015-10-18 00:00:00,2015,10,18
21656,1,2,Standard Class,4,On time,Southeast Asia,Philippines,USA,2015-11-13 00:00:00,2015,11,13
21808,1,4,Standard Class,4,On time,Oceania,Australia,USA,2015-11-15 00:00:00,2015,11,15
23025,1,6,Standard Class,4,Late,Southeast Asia,Philippines,USA,2015-12-03 00:00:00,2015,12,3
27325,1,6,Standard Class,4,Late,Eastern Asia,China,USA,2016-02-03 00:00:00,2016,2,3
31928,1,4,Standard Class,4,On time,West of USA,USA,USA,2016-04-11 00:00:00,2016,4,11
35218,1,4,Standard Class,4,On time,US Center,USA,USA,2016-05-29 00:00:00,2016,5,29
37541,1,2,Standard Class,4,On time,West of USA,USA,USA,2016-07-01 00:00:00,2016,7,1
37855,1,6,Standard Class,4,Late,East of USA,USA,USA,2016-07-06 00:00:00,2016,7,6
43876,1,2,Standard Class,4,On time,Canada,Canada,USA,2016-10-02 00:00:00,2016,10,2
47588,1,4,Standard Class,4,On time,Western Europe,Austria,USA,2016-11-25 00:00:00,2016,11,25
49081,1,2,Standard Class,4,On time,Eastern Europe,Russia,USA,2016-12-17 00:00:00,2016,12,17
49688,1,4,Standard Class,4,On time,East Africa,Tanzania,USA,2016-12-26 00:00:00,2016,12,26
51048,1,4,Standard Class,4,On time,Central Africa,Angola,USA,2017-01-15 00:00:00,2017,1,15
51331,1,2,Standard Class,4,On time,Caribbean,Dominican Republic,USA,2017-01-19 00:00:00,2017,1,19
51583,1,4,Standard Class,4,On time,South America,Brazil,USA,2017-01-22 00:00:00,2017,1,22
53675,1,6,Standard Class,4,Late,Central America,Nicaragua,USA,2017-02-22 00:00:00,2017,2,22
53688,1,4,Standard Class,4,On time,Central America,Nicaragua,USA,2017-02-22 00:00:00,2017,2,22
55376,1,2,Standard Class,4,On time,Central America,El Salvador,USA,2017-03-19 00:00:00,2017,3,19
57531,1,2,Standard Class,4,On time,South America,Brazil,USA,2017-04-19 00:00:00,2017,4,19
57961,1,2,Standard Class,4,On time,Central America,Honduras,USA,2017-04-26 00:00:00,2017,4,26
61513,1,4,Standard Class,4,On time,South America,Brazil,USA,2017-06-16 00:00:00,2017,6,16
61811,1,2,Standard Class,4,On time,Western Europe,Germany,USA,2017-06-21 00:00:00,2017,6,21
8585,1,2,First Class,1,Late,Central America,Honduras,USA,2015-05-06 00:00:00,2015,5,6
19056,1,2,Standard Class,4,On time,Western Europe,France,USA,2015-10-06 00:00:00,2015,10,6
31531,1,2,Standard Class,4,On time,South of  USA,USA,USA,2016-04-05 00:00:00,2016,4,5
35691,1,2,Second Class,2,On time,East of USA,USA,USA,2016-06-04 00:00:00,2016,6,4
35691,1,2,Second Class,2,On time,East of USA,USA,USA,2016-06-04 00:00:00,2016,6,4
4583,1,4,Standard Class,4,On time,Central America,Mexico,USA,2015-03-08 00:00:00,2015,3,8
6756,1,2,Standard Class,4,On time,Central America,Panama,USA,2015-04-09 00:00:00,2015,4,9
7191,1,2,First Class,1,Late,Central America,Mexico,USA,2015-04-15 00:00:00,2015,4,15
8965,1,6,Standard Class,4,Late,Central America,Mexico,USA,2015-05-11 00:00:00,2015,5,11
13028,1,4,Second Class,2,Late,Southern Europe,Italy,USA,2015-07-10 00:00:00,2015,7,10
15208,1,4,Standard Class,4,On time,Western Europe,Germany,USA,2015-08-10 00:00:00,2015,8,10
15568,1,4,Standard Class,4,On time,Western Europe,France,USA,2015-08-16 00:00:00,2015,8,16
15833,1,4,Standard Class,4,On time,Southern Europe,Spain,USA,2015-08-20 00:00:00,2015,8,20
17823,1,0,Same Day,3,On time,Southern Europe,Spain,USA,2015-09-18 00:00:00,2015,9,18
17823,1,0,Same Day,3,On time,Southern Europe,Spain,USA,2015-09-18 00:00:00,2015,9,18
21566,1,2,Second Class,2,On time,Oceania,Australia,USA,2015-11-11 00:00:00,2015,11,11
31391,1,2,First Class,1,Late,US Center,USA,USA,2016-04-03 00:00:00,2016,4,3
37075,1,6,Standard Class,4,Late,West of USA,USA,USA,2016-06-25 00:00:00,2016,6,25
37555,1,6,Standard Class,4,Late,East of USA,USA,USA,2016-07-02 00:00:00,2016,7,2
45205,1,6,Standard Class,4,Late,West Asia,Turkey,USA,2016-10-21 00:00:00,2016,10,21
45518,1,4,Standard Class,4,On time,Eastern Europe,Poland,USA,2016-10-26 00:00:00,2016,10,26
47371,1,2,Standard Class,4,On time,South Asia,Iran,USA,2016-11-22 00:00:00,2016,11,22
47648,1,4,Standard Class,4,On time,East Africa,Kenya,USA,2016-11-26 00:00:00,2016,11,26
51941,1,2,Standard Class,4,On time,South America,Colombia,USA,2017-01-28 00:00:00,2017,1,28
51941,1,2,Standard Class,4,On time,South America,Colombia,USA,2017-01-28 00:00:00,2017,1,28
53583,1,4,Standard Class,4,On time,South America,Colombia,USA,2017-02-21 00:00:00,2017,2,21
53583,1,4,Standard Class,4,On time,South America,Colombia,USA,2017-02-21 00:00:00,2017,2,21
59588,1,2,First Class,1,Late,Caribbean,Dominican Republic,USA,2017-05-19 00:00:00,2017,5,19
63956,1,2,Standard Class,4,On time,Southern Europe,Italy,USA,2017-07-22 00:00:00,2017,7,22
67588,1,4,Standard Class,4,On time,Western Europe,Germany,USA,2017-09-13 00:00:00,2017,9,13
2365,1,6,Second Class,2,Late,Central America,Mexico,USA,2015-02-04 00:00:00,2015,2,4
2365,1,6,Second Class,2,Late,Central America,Mexico,USA,2015-02-04 00:00:00,2015,2,4
6955,1,6,Second Class,2,Late,Caribbean,Dominican Republic,USA,2015-04-12 00:00:00,2015,4,12
7168,1,4,Second Class,2,Late,Caribbean,Dominican Republic,USA,2015-04-15 00:00:00,2015,4,15
8526,1,0,Same Day,3,On time,Central America,Mexico,USA,2015-05-05 00:00:00,2015,5,5
17801,1,1,Same Day,3,On time,Western Europe,Germany,USA,2015-09-17 00:00:00,2015,9,17
33953,1,4,Second Class,2,Late,West of USA,USA,USA,2016-05-10 00:00:00,2016,5,10
35095,1,6,Second Class,2,Late,South of  USA,USA,USA,2016-05-27 00:00:00,2016,5,27
35095,1,6,Second Class,2,Late,South of  USA,USA,USA,2016-05-27 00:00:00,2016,5,27
39535,1,6,Second Class,2,Late,South of  USA,USA,USA,2016-07-31 00:00:00,2016,7,31
51038,1,0,Same Day,3,On time,Central Asia,Kyrgyzstan,USA,2017-01-15 00:00:00,2017,1,15
61268,1,4,Second Class,2,Late,Central America,Honduras,USA,2017-06-13 00:00:00,2017,6,13
61268,1,4,Second Class,2,Late,Central America,Honduras,USA,2017-06-13 00:00:00,2017,6,13
1995,1,2,First Class,1,Late,Caribbean,Dominican Republic,USA,2015-01-30 00:00:00,2015,1,30
3326,1,2,First Class,1,Late,Caribbean,Dominican Republic,USA,2015-02-18 00:00:00,2015,2,18
11503,1,2,First Class,1,Late,Northern Europe,United Kingdom,USA,2015-06-17 00:00:00,2015,6,17
13913,1,2,First Class,1,Late,Southern Europe,Spain,USA,2015-07-23 00:00:00,2015,7,23
13913,1,2,First Class,1,Late,Southern Europe,Spain,USA,2015-07-23 00:00:00,2015,7,23
19066,1,2,First Class,1,Late,Southern Europe,Italy,USA,2015-10-06 00:00:00,2015,10,6
19066,1,2,First Class,1,Late,Southern Europe,Italy,USA,2015-10-06 00:00:00,2015,10,6
19911,1,2,First Class,1,Late,Western Europe,Germany,USA,2015-10-18 00:00:00,2015,10,18
21541,1,2,Second Class,2,On time,Oceania,Australia,USA,2015-11-11 00:00:00,2015,11,11
27936,1,2,First Class,1,Late,South Asia,Bangladesh,USA,2016-02-12 00:00:00,2016,2,12
35021,1,2,First Class,1,Late,US Center,USA,USA,2016-05-26 00:00:00,2016,5,26
37681,1,2,Second Class,2,On time,US Center,USA,USA,2016-07-04 00:00:00,2016,7,4
37681,1,2,Second Class,2,On time,US Center,USA,USA,2016-07-04 00:00:00,2016,7,4
39371,1,2,Second Class,2,On time,US Center,USA,USA,2016-07-28 00:00:00,2016,7,28
43301,1,2,First Class,1,Late,Southern Africa,South Africa,USA,2016-09-24 00:00:00,2016,9,24
43301,1,2,First Class,1,Late,Southern Africa,South Africa,USA,2016-09-24 00:00:00,2016,9,24
45576,1,2,First Class,1,Late,East Africa,Kenya,USA,2016-10-27 00:00:00,2016,10,27
47205,1,2,First Class,1,Late,West Africa,Nigeria,USA,2016-11-20 00:00:00,2016,11,20
47205,1,2,First Class,1,Late,West Africa,Nigeria,USA,2016-11-20 00:00:00,2016,11,20
57026,1,2,Second Class,2,On time,South America,Venezuela,USA,2017-04-12 00:00:00,2017,4,12
57026,1,2,Second Class,2,On time,South America,Venezuela,USA,2017-04-12 00:00:00,2017,4,12
57206,1,2,Second Class,2,On time,Central America,Mexico,USA,2017-04-15 00:00:00,2017,4,15
57206,1,2,Second Class,2,On time,Central America,Mexico,USA,2017-04-15 00:00:00,2017,4,15
67001,1,2,Second Class,2,On time,Western Europe,France,USA,2017-09-05 00:00:00,2017,9,5
27648,1,-362,Standard Class,4,On time,Oceania,Australia,USA,2016-02-08 00:00:00,2016,2,8
31021,1,-411,Standard Class,4,On time,Oceania,New zealand,USA,2016-03-28 00:00:00,2016,3,28
49266,1,-655,Standard Class,4,On time,North Africa,Algeria,USA,2016-12-20 00:00:00,2016,12,20
49266,1,-655,Standard Class,4,On time,North Africa,Algeria,USA,2016-12-20 00:00:00,2016,12,20
67561,1,-912,Standard Class,4,On time,Western Europe,France,USA,2017-09-13 00:00:00,2017,9,13
4361,1,41,Standard Class,4,Late,Central America,El Salvador,USA,2015-03-05 00:00:00,2015,3,5
8196,1,24,Standard Class,4,Late,Central America,Guatemala,USA,2015-04-30 00:00:00,2015,4,30
9528,1,11,Standard Class,4,Late,South America,Brazil,USA,2015-05-20 00:00:00,2015,5,20
11393,1,-15,Standard Class,4,On time,Western Europe,France,USA,2015-06-16 00:00:00,2015,6,16
13541,1,-7,Standard Class,4,On time,Western Europe,France,USA,2015-07-17 00:00:00,2015,7,17
27981,1,-151,Standard Class,4,On time,Oceania,Australia,USA,2016-02-13 00:00:00,2016,2,13
39343,1,-254,Standard Class,4,On time,East of USA,USA,USA,2016-07-28 00:00:00,2016,7,28
67226,1,-557,Standard Class,4,On time,Western Europe,Austria,USA,2017-09-08 00:00:00,2017,9,8
4731,1,371,Standard Class,4,Late,Central America,Mexico,Puerto Rico,2015-03-11 00:00:00,2015,3,11
4196,1,450,Standard Class,4,Late,South America,Brazil,USA,2015-03-03 00:00:00,2015,3,3
7793,1,471,Standard Class,4,Late,Central America,Nicaragua,USA,2015-04-24 00:00:00,2015,4,24
9905,1,457,Standard Class,4,Late,Central America,El Salvador,USA,2015-05-25 00:00:00,2015,5,25
13545,1,427,Standard Class,4,Late,Western Europe,France,USA,2015-07-17 00:00:00,2015,7,17
19621,1,367,Standard Class,4,Late,Western Europe,Germany,USA,2015-10-14 00:00:00,2015,10,14
23645,1,324,Standard Class,4,Late,South Asia,India,USA,2015-12-12 00:00:00,2015,12,12
25235,1,316,Standard Class,4,Late,Southeast Asia,Philippines,USA,2016-01-04 00:00:00,2016,1,4
39871,1,148,Standard Class,4,Late,West of USA,USA,USA,2016-08-05 00:00:00,2016,8,5
41696,1,126,Standard Class,4,Late,Southern Africa,South Africa,USA,2016-08-31 00:00:00,2016,8,31
43273,1,123,Standard Class,4,Late,Southern Africa,South Africa,USA,2016-09-23 00:00:00,2016,9,23
43273,1,126,Standard Class,4,Late,Southern Africa,South Africa,USA,2016-09-23 00:00:00,2016,9,23
45593,1,149,Standard Class,4,Late,North Africa,Egypt,USA,2016-10-27 00:00:00,2016,10,27
45593,1,161,Standard Class,4,Late,North Africa,Egypt,USA,2016-10-27 00:00:00,2016,10,27
45593,1,171,Standard Class,4,Late,North Africa,Egypt,USA,2016-10-27 00:00:00,2016,10,27
47038,1,162,Standard Class,4,Late,West Asia,Iraq,USA,2016-11-17 00:00:00,2016,11,17
57848,1,64,Standard Class,4,Late,Central America,Mexico,USA,2017-04-24 00:00:00,2017,4,24
61845,1,42,Standard Class,4,Late,Western Europe,Germany,USA,2017-06-21 00:00:00,2017,6,21
63685,1,36,Standard Class,4,Late,Western Europe,France,USA,2017-07-18 00:00:00,2017,7,18
65883,1,31,Standard Class,4,Late,Northern Europe,United Kingdom,USA,2017-08-19 00:00:00,2017,8,19
67585,1,9,Standard Class,4,Late,Western Europe,Germany,USA,2017-09-13 00:00:00,2017,9,13
67668,1,11,Standard Class,4,Late,Southern Europe,Spain,USA,2017-09-14 00:00:00,2017,9,14
4551,1,28,Standard Class,4,Late,South America,Colombia,USA,2015-03-08 00:00:00,2015,3,8
4985,1,33,Standard Class,4,Late,South America,Colombia,USA,2015-03-14 00:00:00,2015,3,14
6398,1,17,Standard Class,4,Late,Central America,Mexico,USA,2015-04-04 00:00:00,2015,4,4
19858,1,35,Standard Class,4,Late,Western Europe,Germany,USA,2015-10-17 00:00:00,2015,10,17
23846,1,92,Standard Class,4,Late,Eastern Asia,China,USA,2015-12-15 00:00:00,2015,12,15
27858,1,208,Standard Class,4,Late,South Asia,India,USA,2016-02-11 00:00:00,2016,2,11
31845,1,292,Standard Class,4,Late,US Center,USA,USA,2016-04-09 00:00:00,2016,4,9
35875,1,264,Standard Class,4,Late,South of  USA,USA,USA,2016-06-07 00:00:00,2016,6,7
35875,1,272,Standard Class,4,Late,South of  USA,USA,USA,2016-06-07 00:00:00,2016,6,7
47585,1,-665,Standard Class,4,On time,West Asia,Iraq,USA,2016-11-25 00:00:00,2016,11,25
49548,1,-655,Standard Class,4,On time,Eastern Europe,Russia,USA,2016-12-24 00:00:00,2016,12,24
49825,1,-649,Standard Class,4,On time,West Africa,Cote d'Ivoire,USA,2016-12-28 00:00:00,2016,12,28
51375,1,-659,Standard Class,4,On time,Central America,Mexico,USA,2017-01-19 00:00:00,2017,1,19
55885,1,-631,Standard Class,4,On time,Central America,Mexico,USA,2017-03-26 00:00:00,2017,3,26
55885,1,-626,Standard Class,4,On time,Central America,Mexico,USA,2017-03-26 00:00:00,2017,3,26
57805,1,-622,Standard Class,4,On time,Central America,Nicaragua,USA,2017-04-23 00:00:00,2017,4,23
63218,1,-575,Standard Class,4,On time,Western Europe,France,USA,2017-07-11 00:00:00,2017,7,11
63218,1,-575,Standard Class,4,On time,Western Europe,France,USA,2017-07-11 00:00:00,2017,7,11
1388,1,394,Standard Class,4,Late,South America,Bolivia,USA,2015-01-21 00:00:00,2015,1,21
6166,1,422,Standard Class,4,Late,Central America,Nicaragua,USA,2015-03-31 00:00:00,2015,3,31
13615,1,399,Standard Class,4,Late,Western Europe,Netherlands,USA,2015-07-18 00:00:00,2015,7,18
17531,1,338,Standard Class,4,Late,Western Europe,France,USA,2015-09-13 00:00:00,2015,9,13
19896,1,347,Standard Class,4,Late,Southern Europe,Italy,USA,2015-10-18 00:00:00,2015,10,18
21211,1,338,Standard Class,4,Late,South Asia,Bangladesh,USA,2015-11-06 00:00:00,2015,11,6
21211,1,338,Standard Class,4,Late,South Asia,Bangladesh,USA,2015-11-06 00:00:00,2015,11,6
21691,1,339,Standard Class,4,Late,South Asia,India,USA,2015-11-13 00:00:00,2015,11,13
21978,1,337,Standard Class,4,Late,Eastern Asia,China,USA,2015-11-17 00:00:00,2015,11,17
47045,1,73,Standard Class,4,Late,West Asia,Saudi Arabia,USA,2016-11-17 00:00:00,2016,11,17
51066,1,26,Standard Class,4,Late,East Africa,Rwanda,Puerto Rico,2017-01-15 00:00:00,2017,1,15
53801,1,36,Standard Class,4,Late,Central America,Nicaragua,USA,2017-02-24 00:00:00,2017,2,24
63283,1,3,Standard Class,4,On time,Western Europe,Switzerland,USA,2017-07-12 00:00:00,2017,7,12
65688,1,21,Standard Class,4,Late,Western Europe,France,USA,2017-08-16 00:00:00,2017,8,16
57018,1,-810,Second Class,2,On time,Caribbean,Cuba,Puerto Rico,2017-04-12 00:00:00,2017,4,12
57018,1,-788,Second Class,2,On time,Caribbean,Cuba,Puerto Rico,2017-04-12 00:00:00,2017,4,12
7785,1,85,Second Class,2,Late,Central America,Guatemala,USA,2015-04-24 00:00:00,2015,4,24
11056,1,38,Second Class,2,Late,Southern Europe,Italy,USA,2015-06-11 00:00:00,2015,6,11
13358,1,18,Second Class,2,Late,Northern Europe,Ireland,USA,2015-07-14 00:00:00,2015,7,14
13363,1,30,Second Class,2,Late,Western Europe,France,USA,2015-07-15 00:00:00,2015,7,15
13881,1,34,Second Class,2,Late,Northern Europe,United Kingdom,USA,2015-07-22 00:00:00,2015,7,22
21206,1,43,Second Class,2,Late,Oceania,Australia,USA,2015-11-06 00:00:00,2015,11,6
45285,1,12,Second Class,2,Late,West Asia,Turkey,USA,2016-10-23 00:00:00,2016,10,23
45808,1,60,Second Class,2,Late,West Asia,Turkey,USA,2016-10-30 00:00:00,2016,10,30
59585,1,68,Second Class,2,Late,Central America,Nicaragua,USA,2017-05-19 00:00:00,2017,5,19
61266,1,50,Second Class,2,Late,Central America,Honduras,USA,2017-06-13 00:00:00,2017,6,13
4198,1,0,Same Day,3,On time,Caribbean,Cuba,USA,2015-03-03 00:00:00,2015,3,3
4788,1,2,First Class,1,Late,South America,Chile,USA,2015-03-11 00:00:00,2015,3,11
5395,1,2,First Class,1,Late,South America,Brazil,USA,2015-03-20 00:00:00,2015,3,20
31941,1,0,Same Day,3,On time,East of USA,USA,USA,2016-04-11 00:00:00,2016,4,11
35096,1,2,First Class,1,Late,South of  USA,USA,USA,2016-05-27 00:00:00,2016,5,27
43061,1,2,First Class,1,Late,West Asia,Saudi Arabia,USA,2016-09-20 00:00:00,2016,9,20
51931,1,2,First Class,1,Late,Central America,Mexico,USA,2017-01-28 00:00:00,2017,1,28
57828,1,0,Same Day,3,On time,South America,Brazil,USA,2017-04-24 00:00:00,2017,4,24
57828,1,0,Same Day,3,On time,South America,Brazil,USA,2017-04-24 00:00:00,2017,4,24
61018,1,1,Same Day,3,On time,Central America,Mexico,USA,2017-06-09 00:00:00,2017,6,9
61018,1,1,Same Day,3,On time,Central America,Mexico,USA,2017-06-09 00:00:00,2017,6,9
61018,1,1,Same Day,3,On time,Central America,Mexico,USA,2017-06-09 00:00:00,2017,6,9
61875,1,0,Same Day,3,On time,Western Europe,France,USA,2017-06-22 00:00:00,2017,6,22
61875,1,0,Same Day,3,On time,Western Europe,France,USA,2017-06-22 00:00:00,2017,6,22
61896,1,1,Same Day,3,On time,Western Europe,Germany,USA,2017-06-22 00:00:00,2017,6,22
63081,1,1,Same Day,3,On time,Western Europe,France,USA,2017-07-09 00:00:00,2017,7,9
63081,1,1,Same Day,3,On time,Western Europe,France,USA,2017-07-09 00:00:00,2017,7,9
6396,1,2,Standard Class,4,On time,Central America,Mexico,USA,2015-04-04 00:00:00,2015,4,4
9768,1,2,First Class,1,Late,Central America,Mexico,USA,2015-05-23 00:00:00,2015,5,23
9906,1,2,Standard Class,4,On time,South America,Brazil,USA,2015-05-25 00:00:00,2015,5,25
15278,1,4,Standard Class,4,On time,Western Europe,France,USA,2015-08-12 00:00:00,2015,8,12
19886,1,2,Standard Class,4,On time,Western Europe,France,USA,2015-10-18 00:00:00,2015,10,18
25281,1,2,Standard Class,4,On time,Eastern Asia,China,USA,2016-01-05 00:00:00,2016,1,5
25311,1,2,First Class,1,Late,Oceania,Australia,USA,2016-01-05 00:00:00,2016,1,5
