ShipmentID,Shipment date,Shipment Year,Shipment Month,Shipment Day,Shipment Mode,Shipment Days - Scheduled,Delay Shipment
1485,2015-07-18,2015,7,18,Second Class,2,Late
1486,2015-11-14,2015,11,14,Standard Class,4,Late
1487,2017-05-15,2017,5,15,Second Class,2,Late
1488,2016-02-06,2016,2,6,Second Class,2,On time
1489,2015-01-11,2015,1,11,Standard Class,4,On time
1490,2015-02-10,2015,2,10,Second Class,2,Late
1491,2015-05-12,2015,5,12,Second Class,2,Late
1492,2015-10-07,2015,10,7,First Class,1,Late
1493,2016-07-13,2016,7,13,Standard Class,4,Late
1494,2016-09-29,2016,9,29,First Class,1,Late
1495,2016-12-28,2016,12,28,First Class,1,Late
1496,2017-06-25,2017,6,25,Second Class,2,On time
1497,2017-07-14,2017,7,14,Standard Class,4,On time
1498,2015-03-21,2015,3,21,Same Day,3,On time
1499,2015-09-02,2015,9,2,Second Class,2,On time
1500,2015-10-15,2015,10,15,Same Day,3,On time
1501,2016-03-11,2016,3,11,Second Class,2,On time
1502,2016-08-29,2016,8,29,Second Class,2,On time
1503,2016-10-25,2016,10,25,Second Class,2,On time
1504,2017-08-18,2017,8,18,Same Day,3,Late
1505,2015-01-19,2015,1,19,First Class,1,Late
1506,2015-08-03,2015,8,3,First Class,1,Late
1507,2015-10-13,2015,10,13,First Class,1,Late
1508,2015-11-28,2015,11,28,First Class,1,Late
1509,2015-12-27,2015,12,27,First Class,1,Late
1510,2016-07-29,2016,7,29,First Class,1,Late
1511,2016-08-31,2016,8,31,First Class,1,Late
1512,2016-09-26,2016,9,26,First Class,1,Late
1513,2016-11-16,2016,11,16,First Class,1,Late
1514,2016-11-18,2016,11,18,First Class,1,Late
1515,2016-11-21,2016,11,21,Second Class,2,Late
1516,2017-01-22,2017,1,22,First Class,1,Late
1517,2015-02-09,2015,2,9,Standard Class,4,Late
1518,2015-11-26,2015,11,26,Standard Class,4,Late
1519,2015-01-14,2015,1,14,Standard Class,4,On time
1520,2015-03-20,2015,3,20,Standard Class,4,On time
1521,2015-04-06,2015,4,6,Standard Class,4,On time
1522,2015-06-02,2015,6,2,Standard Class,4,Late
1523,2015-10-03,2015,10,3,Standard Class,4,On time
1524,2016-05-24,2016,5,24,Standard Class,4,Late
1525,2016-10-02,2016,10,2,Standard Class,4,Late
1526,2017-01-27,2017,1,27,Standard Class,4,Late
1527,2017-03-06,2017,3,6,Standard Class,4,Late
1528,2017-03-21,2017,3,21,Standard Class,4,Late
1529,2017-05-24,2017,5,24,Standard Class,4,Late
1530,2017-06-03,2017,6,3,Standard Class,4,Late
1531,2017-06-07,2017,6,7,Standard Class,4,Late
1532,2017-07-08,2017,7,8,Standard Class,4,Late
1533,2017-07-11,2017,7,11,Standard Class,4,Late
1534,2017-07-18,2017,7,18,Standard Class,4,Late
1535,2017-07-19,2017,7,19,Standard Class,4,Late
1536,2016-09-28,2016,9,28,Standard Class,4,On time
1537,2017-08-15,2017,8,15,Standard Class,4,Late
1538,2016-08-01,2016,8,1,Second Class,2,On time
1539,2016-08-31,2016,8,31,Second Class,2,Late
1540,2016-12-06,2016,12,6,Second Class,2,Late
1541,2017-06-23,2017,6,23,First Class,1,Late
1542,2017-06-27,2017,6,27,Second Class,2,Late
1543,2015-03-13,2015,3,13,Second Class,2,On time
1544,2016-06-09,2016,6,9,First Class,1,Late
1545,2017-01-29,2017,1,29,First Class,1,Late
1546,2015-03-12,2015,3,12,Same Day,3,Late
1547,2015-03-30,2015,3,30,First Class,1,On time
1548,2015-04-04,2015,4,4,Second Class,2,Late
1549,2015-04-30,2015,4,30,Second Class,2,Late
1550,2015-06-13,2015,6,13,First Class,1,Late
1551,2015-07-03,2015,7,3,First Class,1,Late
1552,2015-07-15,2015,7,15,Second Class,2,On time
1553,2015-07-19,2015,7,19,Second Class,2,Late
1554,2015-10-05,2015,10,5,Same Day,3,Late
1555,2015-11-08,2015,11,8,First Class,1,Late
1556,2016-02-07,2016,2,7,Standard Class,4,Late
1557,2016-03-27,2016,3,27,Standard Class,4,On time
1558,2016-06-14,2016,6,14,Standard Class,4,Late
1559,2016-08-01,2016,8,1,Standard Class,4,Late
1560,2016-09-15,2016,9,15,Standard Class,4,On time
1561,2016-11-29,2016,11,29,Standard Class,4,On time
1562,2016-11-30,2016,11,30,Standard Class,4,On time
1563,2016-12-28,2016,12,28,Standard Class,4,Late
1564,2017-03-04,2017,3,4,Standard Class,4,On time
1565,2017-03-18,2017,3,18,Standard Class,4,Late
1566,2017-08-29,2017,8,29,Standard Class,4,On time
1567,2015-09-18,2015,9,18,Standard Class,4,On time
1568,2015-03-03,2015,3,3,Same Day,3,On time
1569,2015-08-19,2015,8,19,Second Class,2,On time
1570,2016-02-17,2016,2,17,First Class,1,Late
1571,2016-10-14,2016,10,14,First Class,1,Late
1572,2015-03-09,2015,3,9,First Class,1,Late
1573,2015-06-28,2015,6,28,Second Class,2,Late
1574,2015-07-04,2015,7,4,Second Class,2,On time
1575,2015-10-02,2015,10,2,Second Class,2,Late
1576,2015-10-30,2015,10,30,First Class,1,On time
1577,2016-01-20,2016,1,20,Standard Class,4,On time
1578,2017-04-12,2017,4,12,Standard Class,4,Late
1579,2017-04-25,2017,4,25,Standard Class,4,Late
1580,2017-05-13,2017,5,13,Standard Class,4,On time
1581,2017-06-20,2017,6,20,Standard Class,4,Late
1582,2017-08-11,2017,8,11,Standard Class,4,On time
1583,2017-08-16,2017,8,16,Standard Class,4,Late
1584,2015-06-17,2015,6,17,Standard Class,4,Late
1585,2015-06-16,2015,6,16,Standard Class,4,On time
1586,2015-09-10,2015,9,10,Standard Class,4,Late
1587,2016-01-30,2016,1,30,Standard Class,4,On time
1588,2016-02-04,2016,2,4,Standard Class,4,Late
1589,2015-01-26,2015,1,26,Standard Class,4,Late
1590,2015-07-09,2015,7,9,Standard Class,4,Late
1591,2015-07-06,2015,7,6,Standard Class,4,On time
1592,2015-07-14,2015,7,14,Standard Class,4,Late
1593,2015-09-24,2015,9,24,First Class,1,Late
1594,2016-09-01,2016,9,1,Second Class,2,Late
1595,2017-02-02,2017,2,2,Second Class,2,Late
1596,2017-03-11,2017,3,11,Second Class,2,Late
1597,2017-05-27,2017,5,27,Second Class,2,Late
1598,2017-06-05,2017,6,5,Second Class,2,Late
1599,2017-07-04,2017,7,4,Second Class,2,Late
1600,2017-08-20,2017,8,20,Same Day,3,On time
1601,2015-02-08,2015,2,8,First Class,1,Late
1602,2016-02-10,2016,2,10,First Class,1,Late
1603,2017-06-22,2017,6,22,Standard Class,4,On time
1604,2015-10-06,2015,10,6,Standard Class,4,On time
1605,2015-11-10,2015,11,10,First Class,1,On time
1606,2015-11-16,2015,11,16,First Class,1,On time
1607,2016-09-16,2016,9,16,Second Class,2,Late
1608,2016-11-02,2016,11,2,Standard Class,4,Late
1609,2016-12-12,2016,12,12,Standard Class,4,Late
1610,2016-12-20,2016,12,20,Standard Class,4,Late
1611,2016-12-23,2016,12,23,Standard Class,4,Late
1612,2017-07-04,2017,7,4,Same Day,3,Late
1613,2017-07-21,2017,7,21,Standard Class,4,Late
1614,2017-08-09,2017,8,9,Same Day,3,Late
1615,2017-09-27,2017,9,27,Same Day,3,Late
1616,2017-10-05,2017,10,5,Standard Class,4,Late
1617,2015-02-11,2015,2,11,Second Class,2,On time
1618,2015-03-27,2015,3,27,Standard Class,4,On time
1619,2017-02-06,2017,2,6,Standard Class,4,Late
1620,2017-02-19,2017,2,19,Standard Class,4,Late
1621,2017-04-07,2017,4,7,Second Class,2,Late
1622,2017-05-09,2017,5,9,Second Class,2,Late
1623,2015-05-23,2015,5,23,Same Day,3,On time
1624,2015-08-11,2015,8,11,Second Class,2,On time
1625,2015-08-13,2015,8,13,Second Class,2,On time
1626,2016-04-02,2016,4,2,Second Class,2,Late
1627,2017-04-27,2017,4,27,Same Day,3,Late
1628,2015-02-11,2015,2,11,First Class,1,Late
1629,2015-02-25,2015,2,25,Second Class,2,On time
1630,2015-07-18,2015,7,18,First Class,1,Late
1631,2015-11-12,2015,11,12,First Class,1,Late
1632,2016-01-11,2016,1,11,First Class,1,Late
1633,2016-03-29,2016,3,29,First Class,1,Late
1634,2016-11-12,2016,11,12,Second Class,2,On time
1635,2017-03-22,2017,3,22,Second Class,2,On time
1636,2015-01-31,2015,1,31,Standard Class,4,On time
1637,2015-04-15,2015,4,15,Standard Class,4,Late
1638,2015-04-20,2015,4,20,Standard Class,4,Late
1639,2015-05-05,2015,5,5,Standard Class,4,Late
1640,2015-10-02,2015,10,2,Standard Class,4,On time
1641,2015-10-14,2015,10,14,Standard Class,4,Late
1642,2015-10-22,2015,10,22,Standard Class,4,Late
1643,2015-11-02,2015,11,2,Standard Class,4,Late
1644,2015-12-06,2015,12,6,Standard Class,4,Late
1645,2016-01-01,2016,1,1,Standard Class,4,On time
1646,2016-01-22,2016,1,22,Standard Class,4,On time
1647,2016-01-23,2016,1,23,Standard Class,4,Late
1648,2016-11-11,2016,11,11,Standard Class,4,On time
1649,2017-03-03,2017,3,3,Standard Class,4,On time
1650,2017-03-08,2017,3,8,Standard Class,4,On time
1651,2017-04-14,2017,4,14,Standard Class,4,Late
1652,2017-07-10,2017,7,10,Standard Class,4,On time
1653,2017-09-10,2017,9,10,Standard Class,4,Late
1654,2016-04-16,2016,4,16,Standard Class,4,Late
1655,2016-04-23,2016,4,23,Standard Class,4,On time
1656,2016-04-19,2016,4,19,Standard Class,4,On time
1657,2016-04-27,2016,4,27,Standard Class,4,On time
1658,2016-05-15,2016,5,15,Standard Class,4,On time
1659,2016-05-16,2016,5,16,Standard Class,4,On time
1660,2016-05-21,2016,5,21,Standard Class,4,On time
1661,2016-05-19,2016,5,19,Standard Class,4,On time
1662,2016-05-24,2016,5,24,Standard Class,4,On time
1663,2016-06-18,2016,6,18,First Class,1,Late
1664,2016-06-21,2016,6,21,Second Class,2,Late
1665,2016-06-24,2016,6,24,First Class,1,Late
1666,2016-07-17,2016,7,17,Same Day,3,Late
1667,2016-07-20,2016,7,20,First Class,1,Late
1668,2016-07-23,2016,7,23,Second Class,2,Late
1669,2016-07-23,2016,7,23,First Class,1,Late
1670,2016-08-03,2016,8,3,Second Class,2,Late
1671,2016-08-02,2016,8,2,First Class,1,Late
1672,2016-08-12,2016,8,12,Second Class,2,Late
1673,2015-08-01,2015,8,1,Same Day,3,On time
1674,2016-01-12,2016,1,12,Same Day,3,On time
1675,2016-04-15,2016,4,15,Same Day,3,On time
1676,2016-11-20,2016,11,20,Second Class,2,On time
1677,2015-09-03,2015,9,3,Second Class,2,On time
1678,2016-01-27,2016,1,27,Second Class,2,On time
1679,2016-03-07,2016,3,7,Second Class,2,On time
1680,2016-03-23,2016,3,23,Second Class,2,On time
1681,2016-05-19,2016,5,19,Second Class,2,On time
1682,2016-06-13,2016,6,13,Second Class,2,On time
1683,2016-11-04,2016,11,4,Second Class,2,On time
1684,2016-11-03,2016,11,3,Second Class,2,On time
1685,2017-01-27,2017,1,27,Second Class,2,On time
1686,2017-02-16,2017,2,16,Second Class,2,On time
1687,2017-05-12,2017,5,12,Second Class,2,On time
1688,2017-06-30,2017,6,30,Second Class,2,Late
1689,2017-08-28,2017,8,28,Second Class,2,Late
1690,2015-04-18,2015,4,18,First Class,1,Late
1691,2015-04-19,2015,4,19,First Class,1,Late
1692,2015-07-15,2015,7,15,First Class,1,Late
1693,2016-02-26,2016,2,26,First Class,1,Late
1694,2016-05-17,2016,5,17,First Class,1,Late
1695,2016-11-29,2016,11,29,First Class,1,Late
1696,2017-08-02,2017,8,2,First Class,1,Late
1697,2015-02-21,2015,2,21,First Class,1,On time
1698,2015-03-28,2015,3,28,First Class,1,On time
1699,2015-07-07,2015,7,7,First Class,1,On time
1700,2015-11-25,2015,11,25,First Class,1,On time
1701,2016-11-12,2016,11,12,Second Class,2,Late
1702,2016-12-24,2016,12,24,Second Class,2,Late
1703,2017-04-10,2017,4,10,Second Class,2,Late
1704,2017-05-30,2017,5,30,Second Class,2,Late
1705,2017-09-03,2017,9,3,Second Class,2,Late
1706,2016-05-11,2016,5,11,Standard Class,4,On time
1707,2017-09-18,2017,9,18,Standard Class,4,On time
1708,2015-03-08,2015,3,8,Standard Class,4,On time
1709,2015-08-17,2015,8,17,Standard Class,4,Late
1710,2015-10-23,2015,10,23,Standard Class,4,Late
1711,2017-02-15,2017,2,15,Standard Class,4,On time
1712,2017-07-11,2017,7,11,Standard Class,4,On time
1713,2017-09-15,2017,9,15,Standard Class,4,On time
1714,2015-09-23,2015,9,23,Standard Class,4,On time
1715,2016-08-10,2016,8,10,Standard Class,4,On time
1716,2015-04-18,2015,4,18,Standard Class,4,Late
1717,2015-07-09,2015,7,9,Same Day,3,Late
1718,2015-07-25,2015,7,25,Same Day,3,Late
1719,2016-01-20,2016,1,20,Second Class,2,On time
1720,2016-12-18,2016,12,18,Same Day,3,Late
1721,2016-12-16,2016,12,16,Second Class,2,Late
1722,2017-05-09,2017,5,9,Same Day,3,Late
1723,2017-05-22,2017,5,22,Same Day,3,Late
1724,2017-09-26,2017,9,26,Second Class,2,Late
1725,2017-10-04,2017,10,4,Second Class,2,Late
1726,2015-09-07,2015,9,7,Same Day,3,On time
1727,2015-02-19,2015,2,19,Same Day,3,On time
1728,2015-05-02,2015,5,2,First Class,1,Late
1729,2015-07-24,2015,7,24,First Class,1,Late
1730,2015-09-02,2015,9,2,First Class,1,Late
1731,2015-09-01,2015,9,1,Second Class,2,Late
1732,2016-04-11,2016,4,11,Second Class,2,Late
1733,2016-05-03,2016,5,3,First Class,1,Late
1734,2016-05-22,2016,5,22,First Class,1,Late
1735,2016-09-11,2016,9,11,First Class,1,Late
1736,2016-11-25,2016,11,25,Second Class,2,Late
1737,2016-12-19,2016,12,19,Second Class,2,Late
1738,2017-01-18,2017,1,18,Second Class,2,On time
1739,2017-02-07,2017,2,7,First Class,1,On time
1740,2017-05-02,2017,5,2,Second Class,2,On time
1741,2017-06-07,2017,6,7,First Class,1,On time
1742,2015-07-28,2015,7,28,Second Class,2,Late
1743,2015-08-01,2015,8,1,Second Class,2,On time
1744,2015-08-09,2015,8,9,First Class,1,Late
1745,2015-09-24,2015,9,24,Second Class,2,Late
1746,2016-01-09,2016,1,9,First Class,1,On time
1747,2016-03-25,2016,3,25,Same Day,3,On time
1748,2016-04-03,2016,4,3,Same Day,3,On time
1749,2016-05-14,2016,5,14,First Class,1,Late
1750,2016-05-15,2016,5,15,First Class,1,Late
1751,2016-06-02,2016,6,2,Second Class,2,On time
1752,2016-07-07,2016,7,7,Second Class,2,On time
1753,2016-08-23,2016,8,23,Second Class,2,On time
1754,2016-09-16,2016,9,16,Same Day,3,On time
1755,2017-01-02,2017,1,2,Second Class,2,On time
1756,2017-01-22,2017,1,22,Same Day,3,Late
1757,2017-01-23,2017,1,23,Same Day,3,Late
1758,2017-02-15,2017,2,15,Standard Class,4,Late
1759,2017-02-14,2017,2,14,Standard Class,4,On time
1760,2017-03-03,2017,3,3,Standard Class,4,Late
1761,2017-07-14,2017,7,14,Standard Class,4,Late
1762,2017-10-05,2017,10,5,Standard Class,4,On time
1763,2015-03-10,2015,3,10,Standard Class,4,Late
1764,2015-03-28,2015,3,28,Standard Class,4,On time
1765,2015-03-29,2015,3,29,Standard Class,4,Late
1766,2015-05-12,2015,5,12,Standard Class,4,On time
1767,2015-06-01,2015,6,1,Standard Class,4,On time
1768,2015-06-27,2015,6,27,Standard Class,4,On time
1769,2015-10-28,2015,10,28,Standard Class,4,On time
1770,2015-12-23,2015,12,23,Standard Class,4,On time
1771,2016-01-07,2016,1,7,Standard Class,4,Late
1772,2016-02-09,2016,2,9,Standard Class,4,Late
1773,2016-06-18,2016,6,18,Standard Class,4,On time
1774,2016-07-25,2016,7,25,Same Day,3,On time
1775,2016-10-31,2016,10,31,Standard Class,4,On time
1776,2017-02-15,2017,2,15,Same Day,3,Late
1777,2017-04-06,2017,4,6,Second Class,2,Late
1778,2017-04-27,2017,4,27,Standard Class,4,Late
1779,2017-05-15,2017,5,15,First Class,1,Late
1780,2017-05-22,2017,5,22,Standard Class,4,Late
1781,2017-09-04,2017,9,4,Same Day,3,On time
1782,2017-10-02,2017,10,2,Second Class,2,On time
1783,2015-05-10,2015,5,10,First Class,1,Late
1784,2015-05-16,2015,5,16,First Class,1,Late
1785,2015-10-17,2015,10,17,Standard Class,4,Late
1786,2015-10-24,2015,10,24,Second Class,2,Late
1787,2015-10-31,2015,10,31,Second Class,2,Late
1788,2015-12-29,2015,12,29,Standard Class,4,Late
1789,2016-02-20,2016,2,20,Standard Class,4,On time
1790,2016-02-25,2016,2,25,Second Class,2,Late
1791,2016-02-29,2016,2,29,Standard Class,4,Late
1792,2016-05-20,2016,5,20,Standard Class,4,On time
1793,2016-07-22,2016,7,22,Standard Class,4,Late
1794,2016-09-01,2016,9,1,Same Day,3,Late
1795,2016-10-01,2016,10,1,First Class,1,Late
1796,2016-10-10,2016,10,10,Standard Class,4,Late
1797,2017-03-19,2017,3,19,First Class,1,Late
1798,2015-02-20,2015,2,20,Second Class,2,Late
1799,2015-08-04,2015,8,4,Second Class,2,Late
1800,2015-11-16,2015,11,16,Second Class,2,Late
1801,2016-04-20,2016,4,20,Second Class,2,Late
1802,2016-05-26,2016,5,26,Same Day,3,Late
1803,2017-02-10,2017,2,10,First Class,1,Late
1804,2017-09-08,2017,9,8,Standard Class,4,Late
1805,2017-07-25,2017,7,25,Standard Class,4,On time
1806,2015-05-07,2015,5,7,Standard Class,4,On time
1807,2015-11-20,2015,11,20,Standard Class,4,On time
1808,2016-05-03,2016,5,3,Standard Class,4,On time
1809,2016-08-22,2016,8,22,Standard Class,4,On time
1810,2016-12-13,2016,12,13,Standard Class,4,On time
1811,2017-05-07,2017,5,7,Standard Class,4,On time
1812,2015-01-21,2015,1,21,First Class,1,Late
1813,2015-04-26,2015,4,26,First Class,1,On time
1814,2016-04-18,2016,4,18,First Class,1,Late
1815,2016-07-12,2016,7,12,Second Class,2,Late
1816,2017-02-20,2017,2,20,Second Class,2,On time
1817,2017-04-10,2017,4,10,Same Day,3,Late
1818,2017-05-02,2017,5,2,Same Day,3,On time
1819,2015-01-17,2015,1,17,Second Class,2,On time
1820,2015-02-28,2015,2,28,Second Class,2,Late
1821,2015-12-29,2015,12,29,Second Class,2,On time
1822,2016-11-14,2016,11,14,Same Day,3,On time
1823,2017-07-05,2017,7,5,First Class,1,Late
1824,2016-03-23,2016,3,23,Standard Class,4,On time
1825,2015-06-14,2015,6,14,Standard Class,4,Late
1826,2015-06-13,2015,6,13,Standard Class,4,Late
1827,2015-08-05,2015,8,5,Standard Class,4,Late
1828,2015-08-06,2015,8,6,Standard Class,4,On time
1829,2016-01-17,2016,1,17,Standard Class,4,Late
1830,2016-03-09,2016,3,9,Standard Class,4,On time
1831,2016-05-07,2016,5,7,Standard Class,4,Late
1832,2016-08-25,2016,8,25,Standard Class,4,On time
1833,2016-09-21,2016,9,21,Standard Class,4,On time
1834,2016-10-11,2016,10,11,Standard Class,4,Late
1835,2016-10-15,2016,10,15,Standard Class,4,On time
1836,2016-12-17,2016,12,17,Standard Class,4,Late
1837,2016-12-24,2016,12,24,Standard Class,4,On time
1838,2017-05-17,2017,5,17,Standard Class,4,On time
1839,2017-09-11,2017,9,11,Standard Class,4,On time
1840,2015-02-17,2015,2,17,Same Day,3,On time
1841,2015-02-18,2015,2,18,Second Class,2,On time
1842,2015-02-24,2015,2,24,First Class,1,On time
1843,2015-03-23,2015,3,23,Same Day,3,On time
1844,2015-04-29,2015,4,29,First Class,1,On time
1845,2015-05-20,2015,5,20,Same Day,3,On time
1846,2015-05-29,2015,5,29,First Class,1,On time
1847,2015-06-20,2015,6,20,First Class,1,On time
1848,2015-07-16,2015,7,16,First Class,1,On time
1849,2015-07-25,2015,7,25,First Class,1,On time
1850,2015-10-22,2015,10,22,First Class,1,On time
1851,2016-02-05,2016,2,5,Second Class,2,On time
1852,2016-05-21,2016,5,21,First Class,1,On time
1853,2016-06-10,2016,6,10,First Class,1,On time
1854,2016-09-03,2016,9,3,Second Class,2,On time
1855,2016-11-01,2016,11,1,First Class,1,On time
1856,2017-01-11,2017,1,11,Second Class,2,On time
1857,2017-03-24,2017,3,24,Same Day,3,On time
1858,2017-03-28,2017,3,28,First Class,1,On time
1859,2017-04-28,2017,4,28,Second Class,2,On time
1860,2015-02-18,2015,2,18,Standard Class,4,On time
1861,2015-10-16,2015,10,16,Standard Class,4,On time
1862,2016-01-12,2016,1,12,Standard Class,4,On time
1863,2016-10-04,2016,10,4,Standard Class,4,On time
1864,2017-09-22,2017,9,22,Standard Class,4,On time
1865,2016-04-15,2016,4,15,Second Class,2,Late
1866,2016-01-21,2016,1,21,Standard Class,4,Late
1867,2016-06-03,2016,6,3,Standard Class,4,Late
1868,2017-05-13,2017,5,13,Standard Class,4,Late
1869,2017-05-26,2017,5,26,Second Class,2,Late
1870,2017-07-05,2017,7,5,Same Day,3,Late
1871,2017-08-20,2017,8,20,Standard Class,4,On time
1872,2015-04-16,2015,4,16,Standard Class,4,On time
1873,2015-07-25,2015,7,25,First Class,1,Late
1874,2017-08-18,2017,8,18,Second Class,2,Late
1875,2015-12-16,2015,12,16,Second Class,2,On time
1876,2016-02-05,2016,2,5,Standard Class,4,Late
1877,2017-06-25,2017,6,25,Standard Class,4,Late
1878,2015-02-12,2015,2,12,First Class,1,Late
1879,2016-10-03,2016,10,3,Second Class,2,Late
1880,2017-06-20,2017,6,20,Second Class,2,Late
1881,2015-01-07,2015,1,7,Standard Class,4,On time
1882,2015-08-23,2015,8,23,Standard Class,4,On time
1883,2016-01-02,2016,1,2,Standard Class,4,On time
1884,2017-04-22,2017,4,22,Standard Class,4,Late
1885,2015-08-26,2015,8,26,Second Class,2,Late
1886,2016-03-30,2016,3,30,First Class,1,Late
1887,2016-04-21,2016,4,21,Second Class,2,Late
1888,2016-04-22,2016,4,22,Second Class,2,Late
1889,2016-07-11,2016,7,11,First Class,1,Late
1890,2016-12-17,2016,12,17,Second Class,2,On time
1891,2017-07-22,2017,7,22,Second Class,2,Late
1892,2015-02-11,2015,2,11,Second Class,2,Late
1893,2015-09-01,2015,9,1,Same Day,3,On time
1894,2016-04-21,2016,4,21,First Class,1,Late
1895,2016-06-06,2016,6,6,First Class,1,On time
1896,2016-08-28,2016,8,28,Same Day,3,On time
1897,2016-09-27,2016,9,27,Second Class,2,Late
1898,2016-11-08,2016,11,8,First Class,1,Late
1899,2017-02-07,2017,2,7,Second Class,2,Late
1900,2017-02-25,2017,2,25,Second Class,2,On time
1901,2017-06-06,2017,6,6,Second Class,2,Late
1902,2015-02-26,2015,2,26,Standard Class,4,On time
1903,2015-05-23,2015,5,23,Standard Class,4,Late
1904,2015-06-20,2015,6,20,Standard Class,4,Late
1905,2016-01-20,2016,1,20,Standard Class,4,Late
1906,2016-05-02,2016,5,2,Standard Class,4,On time
1907,2017-01-22,2017,1,22,Standard Class,4,On time
1908,2015-10-12,2015,10,12,Second Class,2,Late
1909,2016-05-01,2016,5,1,Second Class,2,Late
1910,2016-11-02,2016,11,2,Same Day,3,On time
1911,2016-10-24,2016,10,24,First Class,1,Late
1912,2015-09-16,2015,9,16,Standard Class,4,On time
1913,2015-03-18,2015,3,18,Standard Class,4,On time
1914,2017-06-10,2017,6,10,Standard Class,4,On time
1915,2015-10-30,2015,10,30,Standard Class,4,On time
1916,2015-11-07,2015,11,7,Standard Class,4,Late
1917,2016-01-24,2016,1,24,Standard Class,4,On time
1918,2016-06-21,2016,6,21,Standard Class,4,On time
1919,2016-09-07,2016,9,7,Standard Class,4,On time
1920,2017-01-08,2017,1,8,Standard Class,4,On time
1921,2017-07-05,2017,7,5,Standard Class,4,On time
1922,2015-10-29,2015,10,29,Second Class,2,Late
1923,2015-11-02,2015,11,2,Second Class,2,Late
1924,2015-12-09,2015,12,9,Same Day,3,On time
1925,2016-01-05,2016,1,5,Same Day,3,Late
1926,2016-12-01,2016,12,1,Same Day,3,Late
1927,2016-12-02,2016,12,2,Same Day,3,Late
1928,2016-12-04,2016,12,4,Second Class,2,Late
1929,2017-08-19,2017,8,19,Second Class,2,Late
1930,2017-09-08,2017,9,8,Second Class,2,On time
1931,2017-09-09,2017,9,9,Second Class,2,On time
1932,2015-02-13,2015,2,13,First Class,1,Late
1933,2015-12-04,2015,12,4,First Class,1,Late
1934,2015-12-05,2015,12,5,Second Class,2,On time
1935,2015-12-30,2015,12,30,Second Class,2,On time
1936,2016-05-11,2016,5,11,First Class,1,Late
1937,2016-07-27,2016,7,27,First Class,1,On time
1938,2016-08-20,2016,8,20,Second Class,2,On time
1939,2016-10-15,2016,10,15,First Class,1,Late
1940,2015-10-19,2015,10,19,Second Class,2,Late
1941,2016-10-15,2016,10,15,Second Class,2,Late
1942,2016-11-16,2016,11,16,Second Class,2,Late
1943,2016-12-20,2016,12,20,Second Class,2,Late
1944,2015-05-24,2015,5,24,First Class,1,Late
1945,2015-06-25,2015,6,25,First Class,1,Late
1946,2016-09-13,2016,9,13,First Class,1,Late
1947,2015-02-24,2015,2,24,Second Class,2,On time
1948,2016-01-12,2016,1,12,Second Class,2,On time
1949,2017-08-09,2017,8,9,Second Class,2,On time
1950,2016-03-29,2016,3,29,Standard Class,4,Late
1951,2016-11-13,2016,11,13,Standard Class,4,Late
1952,2016-11-23,2016,11,23,Standard Class,4,On time
1953,2016-12-01,2016,12,1,Standard Class,4,On time
1954,2015-09-24,2015,9,24,Standard Class,4,Late
1955,2015-10-23,2015,10,23,Standard Class,4,On time
1956,2017-06-26,2017,6,26,Standard Class,4,Late
1957,2017-09-01,2017,9,1,Standard Class,4,Late
1958,2015-04-05,2015,4,5,Standard Class,4,On time
1959,2017-04-26,2017,4,26,Standard Class,4,Late
1960,2016-06-06,2016,6,6,Second Class,2,On time
1961,2015-02-04,2015,2,4,Second Class,2,Late
1962,2015-08-02,2015,8,2,Second Class,2,On time
1963,2015-08-25,2015,8,25,Second Class,2,Late
1964,2015-09-28,2015,9,28,Second Class,2,On time
1965,2015-12-28,2015,12,28,Same Day,3,On time
1966,2017-08-10,2017,8,10,Second Class,2,Late
1967,2015-04-21,2015,4,21,First Class,1,Late
1968,2015-05-25,2015,5,25,Second Class,2,On time
1969,2015-07-09,2015,7,9,First Class,1,Late
1970,2015-08-30,2015,8,30,First Class,1,Late
1971,2015-11-24,2015,11,24,First Class,1,Late
1972,2016-01-31,2016,1,31,Second Class,2,On time
1973,2016-02-10,2016,2,10,Second Class,2,On time
1974,2016-02-12,2016,2,12,Second Class,2,On time
1975,2016-03-31,2016,3,31,First Class,1,Late
1976,2016-05-17,2016,5,17,Second Class,2,On time
1977,2016-10-29,2016,10,29,First Class,1,Late
1978,2016-12-03,2016,12,3,Second Class,2,On time
1979,2016-12-06,2016,12,6,First Class,1,Late
1980,2017-01-22,2017,1,22,Second Class,2,On time
1981,2017-01-31,2017,1,31,First Class,1,Late
1982,2017-04-25,2017,4,25,First Class,1,Late
1983,2017-09-03,2017,9,3,First Class,1,Late
1984,2015-11-13,2015,11,13,Standard Class,4,On time
1985,2015-01-31,2015,1,31,Standard Class,4,Late
1986,2015-03-22,2015,3,22,Standard Class,4,Late
1987,2015-09-07,2015,9,7,Standard Class,4,Late
1988,2016-02-23,2016,2,23,Standard Class,4,On time
1989,2016-03-13,2016,3,13,Standard Class,4,Late
1990,2016-03-25,2016,3,25,Standard Class,4,On time
1991,2016-06-17,2016,6,17,Standard Class,4,On time
1992,2016-06-25,2016,6,25,Standard Class,4,On time
1993,2016-10-08,2016,10,8,Standard Class,4,On time
1994,2017-02-07,2017,2,7,Standard Class,4,On time
1995,2017-02-20,2017,2,20,Standard Class,4,Late
1996,2017-03-24,2017,3,24,Standard Class,4,Late
