CustomerID,Customer ID,Customer Market,Customer Region,Customer Country
1548,9633,LATAM,South America,Brazil
1549,11894,LATAM,South America,Brazil
1550,5685,LATAM,Central America,Mexico
1551,10086,LATAM,South America,Colombia
1552,8186,Europe,Western Europe,Netherlands
1553,6660,Pacific Asia,Eastern Asia,China
1554,4226,Pacific Asia,South Asia,India
1555,822,North America,East of USA,USA
1556,2113,North America,East of USA,USA
1557,11723,Europe,Eastern Europe,Russia
1558,7432,LATAM,Central America,El Salvador
1559,11588,LATAM,Central America,Honduras
1560,3184,Europe,Western Europe,Germany
1561,2600,Pacific Asia,Eastern Asia,China
1562,200,Pacific Asia,Oceania,Australia
1563,142,Pacific Asia,South Asia,India
1564,8395,Pacific Asia,Oceania,Australia
1565,7495,Pacific Asia,West Asia,Turkey
1566,8774,Africa,West Africa,Nigeria
1567,10942,LATAM,Central America,Honduras
1568,3934,LATAM,Caribbean,Dominican Republic
1569,9895,Europe,Western Europe,Germany
1570,9145,Europe,Western Europe,Germany
1571,11343,Europe,Southern Europe,Spain
1572,7211,North America,US Center,USA
1573,8052,North America,South of  USA,USA
1574,10090,Africa,East Africa,Tanzania
1575,8156,Africa,West Africa,Guinea
1576,3302,Europe,Eastern Europe,Poland
1577,10480,LATAM,South America,Brazil
1578,845,Europe,Northern Europe,United Kingdom
1579,4323,Europe,Southern Europe,Spain
1580,9128,LATAM,Central America,Mexico
1581,9899,LATAM,Central America,El Salvador
1582,6707,Europe,Northern Europe,United Kingdom
1583,8124,Europe,Northern Europe,United Kingdom
1584,2687,Pacific Asia,Oceania,Australia
1585,1579,North America,West of USA,USA
1586,11801,Europe,Eastern Europe,Ukraine
1587,11251,LATAM,Central America,Honduras
1588,9908,LATAM,South America,Brazil
1589,6367,LATAM,Central America,Honduras
1590,3361,LATAM,South America,Venezuela
1591,5920,Pacific Asia,Eastern Asia,China
1592,771,Pacific Asia,Southeast Asia,Thailand
1593,905,North America,East of USA,USA
1594,11527,Pacific Asia,South Asia,Iran
1595,3896,Africa,North Africa,Morocco
1596,7231,Europe,Northern Europe,Sweden
1597,2615,LATAM,South America,Brazil
1598,8148,LATAM,Central America,Mexico
1599,2970,LATAM,South America,Colombia
1600,245,LATAM,Central America,Mexico
1601,8753,Pacific Asia,Eastern Asia,China
1602,11415,Pacific Asia,South Asia,Afghanistan
1603,7621,Pacific Asia,West Asia,Turkey
1604,1377,Europe,Western Europe,France
1605,12419,Pacific Asia,Southeast Asia,Cambodia
1606,9405,Pacific Asia,Southeast Asia,Cambodia
1607,1547,North America,West of USA,USA
1608,9585,Europe,Eastern Europe,Russia
1609,2292,LATAM,South America,Argentina
1610,7670,LATAM,Central America,Nicaragua
1611,10350,LATAM,South America,Chile
1612,10744,Europe,Northern Europe,United Kingdom
1613,10250,Europe,Western Europe,France
1614,6108,Europe,Southern Europe,Italy
1615,9844,Europe,Western Europe,France
1616,4331,Pacific Asia,Eastern Asia,China
1617,2811,Pacific Asia,Southeast Asia,Philippines
1618,3710,Pacific Asia,Oceania,Australia
1619,1185,Pacific Asia,Eastern Asia,China
1620,7541,North America,East of USA,USA
1621,3794,North America,South of  USA,USA
1622,6182,North America,West of USA,USA
1623,1414,North America,US Center,USA
1624,10114,North America,West of USA,USA
1625,1940,LATAM,Caribbean,Cuba
1626,819,LATAM,Caribbean,Cuba
1627,3518,LATAM,South America,Brazil
1628,9432,LATAM,South America,Venezuela
1629,3582,LATAM,Central America,Mexico
1630,396,LATAM,Central America,Mexico
1631,5422,LATAM,Central America,Mexico
1632,314,Europe,Northern Europe,United Kingdom
1633,2385,Europe,Western Europe,Germany
1634,6724,Pacific Asia,Eastern Asia,South Korea
1635,3839,Pacific Asia,Oceania,Australia
1636,3969,North America,South of  USA,USA
1637,5905,Pacific Asia,West Asia,Saudi Arabia
1638,10853,Pacific Asia,West Asia,Iraq
1639,10116,LATAM,Caribbean,Dominican Republic
1640,10095,North America,West of USA,USA
1641,7768,North America,US Center,USA
1642,1597,LATAM,Caribbean,Haiti
1643,4707,LATAM,Central America,Panama
1644,2852,LATAM,Caribbean,Dominican Republic
1645,759,Pacific Asia,South Asia,India
1646,3764,Pacific Asia,Oceania,Australia
1647,2615,North America,West of USA,USA
1648,1031,Pacific Asia,West Asia,Georgia
1649,682,North America,Canada,Canada
1650,2917,LATAM,Central America,Honduras
1651,1662,LATAM,Central America,Mexico
1652,7724,LATAM,Caribbean,Dominican Republic
1653,2874,Europe,Western Europe,France
1654,4787,LATAM,South America,Brazil
1655,1689,LATAM,South America,Colombia
1656,11760,Europe,Southern Europe,Spain
1657,7465,Europe,Western Europe,Germany
1658,3934,Europe,Western Europe,France
1659,2278,Europe,Southern Europe,Spain
1660,2811,Europe,Northern Europe,United Kingdom
1661,11801,Europe,Northern Europe,Sweden
1662,5944,Pacific Asia,Eastern Asia,China
1663,7613,Pacific Asia,Southeast Asia,Singapore
1664,1711,North America,West of USA,USA
1665,1899,North America,South of  USA,USA
1666,2885,North America,US Center,USA
1667,10146,North America,West of USA,USA
1668,9037,North America,South of  USA,USA
1669,3569,Pacific Asia,South Asia,Iran
1670,2626,Africa,Southern Africa,South Africa
1671,1185,Pacific Asia,West Asia,Saudi Arabia
1672,7187,Pacific Asia,South Asia,Iran
1673,1489,LATAM,Caribbean,Dominican Republic
1674,553,LATAM,Central America,Mexico
1675,5991,LATAM,Central America,Mexico
1676,191,Europe,Western Europe,France
1677,12046,LATAM,South America,Bolivia
1678,10077,Pacific Asia,Southeast Asia,Indonesia
1679,3855,Pacific Asia,Oceania,Papua New Guinea
1680,3037,Pacific Asia,Southeast Asia,Vietnam
1681,8038,North America,South of  USA,USA
1682,4402,North America,West of USA,USA
1683,6435,North America,South of  USA,USA
1684,91,LATAM,Central America,Honduras
1685,3710,LATAM,Central America,Mexico
1686,11343,LATAM,South America,Brazil
1687,2870,Europe,Southern Europe,Spain
1688,7322,Europe,Western Europe,Netherlands
1689,2296,Pacific Asia,Eastern Asia,China
1690,3839,Pacific Asia,Eastern Asia,China
1691,4760,North America,South of  USA,USA
1692,11891,North America,West of USA,USA
1693,2755,Europe,Eastern Europe,Poland
1694,1906,LATAM,Central America,Mexico
1695,9273,Europe,Western Europe,France
1696,10371,LATAM,South America,Chile
1697,9447,Europe,Southern Europe,Italy
1698,500,Europe,Western Europe,Germany
1699,1142,Europe,Northern Europe,United Kingdom
1700,6472,North America,West of USA,USA
1701,11478,Africa,North Africa,Sudan
1702,7130,LATAM,Central America,Nicaragua
1703,5300,LATAM,Central America,Honduras
1704,4113,Europe,Northern Europe,United Kingdom
1705,288,Africa,West Africa,Nigeria
1706,9821,LATAM,South America,Argentina
1707,6510,LATAM,Central America,Mexico
1708,10239,LATAM,South America,Chile
1709,7475,Europe,Western Europe,Germany
1710,4663,Europe,Western Europe,France
1711,6034,Europe,Southern Europe,Spain
1712,3833,North America,US Center,USA
1713,8829,North America,East of USA,USA
1714,10744,North America,US Center,USA
1715,2383,North America,East of USA,USA
1716,12308,Africa,East Africa,Zambia
1717,10339,Europe,Western Europe,France
1718,11831,LATAM,Central America,Mexico
1719,10692,Europe,Southern Europe,Spain
1720,3990,Europe,Western Europe,France
1721,120,LATAM,Central America,Nicaragua
1722,10728,LATAM,Caribbean,Dominican Republic
1723,7174,Europe,Western Europe,Germany
1724,10229,Europe,Western Europe,France
1725,10424,Europe,Western Europe,Austria
1726,2784,Europe,Western Europe,France
1727,9897,Europe,Northern Europe,United Kingdom
1728,8016,Europe,Western Europe,France
1729,3029,Pacific Asia,Eastern Asia,Japan
1730,3173,Pacific Asia,Oceania,New zealand
1731,2367,Pacific Asia,West Asia,Iraq
1732,756,Pacific Asia,West Asia,Saudi Arabia
1733,2564,LATAM,Central America,Mexico
1734,9824,LATAM,Caribbean,Dominican Republic
1735,11415,LATAM,South America,Brazil
1736,6494,Africa,East Africa,Rwanda
1737,2530,Europe,Western Europe,France
1738,2383,Pacific Asia,Oceania,Australia
1739,1901,Pacific Asia,South Asia,India
1740,4402,Pacific Asia,Oceania,Australia
1741,7868,North America,East of USA,USA
1742,1880,Pacific Asia,Central Asia,Kazakhstan
1743,2113,Africa,East Africa,Kenya
1744,3785,Europe,Western Europe,Germany
1745,7893,Europe,Northern Europe,United Kingdom
1746,10297,Europe,Western Europe,Germany
1747,7219,LATAM,South America,Argentina
1748,952,LATAM,Central America,Mexico
1749,1901,LATAM,Central America,Mexico
1750,532,Europe,Western Europe,Germany
1751,2418,Europe,Western Europe,Germany
1752,4050,Europe,Western Europe,France
1753,7848,Europe,Southern Europe,Italy
1754,4901,Europe,Southern Europe,Italy
1755,5729,Europe,Southern Europe,Italy
1756,10857,Pacific Asia,Oceania,Australia
1757,7712,North America,West of USA,USA
1758,8316,Europe,Eastern Europe,Russia
1759,3130,Africa,West Africa,Cote d'Ivoire
1760,9028,LATAM,Central America,Mexico
1761,8220,LATAM,Central America,Nicaragua
1762,6087,LATAM,Central America,Panama
1763,6195,LATAM,Caribbean,Cuba
1764,5941,LATAM,Caribbean,Cuba
1765,11758,LATAM,Central America,Honduras
1766,10077,LATAM,Caribbean,Dominican Republic
1767,8275,LATAM,South America,Argentina
1768,6591,Europe,Western Europe,France
1769,10371,Pacific Asia,Southeast Asia,Indonesia
1770,2316,Pacific Asia,Southeast Asia,Philippines
1771,2147,North America,East of USA,USA
1772,6472,North America,US Center,USA
1773,3403,North America,East of USA,USA
1774,7006,North America,East of USA,USA
1775,12260,North America,West of USA,USA
1776,10604,Pacific Asia,West Asia,Iraq
1777,2430,North America,Canada,Canada
1778,6853,Europe,Eastern Europe,Russia
1779,5386,Africa,West Africa,Nigeria
1780,7305,Africa,West Africa,Nigeria
1781,11794,LATAM,Central America,Honduras
1782,632,LATAM,Central America,El Salvador
1783,1528,LATAM,South America,Brazil
1784,796,Europe,Southern Europe,Spain
1785,2091,Africa,West Africa,Nigeria
1786,1753,Africa,West Africa,Senegal
1787,4039,Pacific Asia,Central Asia,Kazakhstan
1788,9128,Europe,Western Europe,France
1789,2844,LATAM,Central America,Mexico
1790,3864,Europe,Northern Europe,United Kingdom
1791,532,Pacific Asia,Eastern Asia,China
1792,1385,Pacific Asia,Southeast Asia,Philippines
1793,7211,North America,South of  USA,USA
1794,2021,Africa,West Africa,Nigeria
1795,2026,Pacific Asia,West Asia,Turkey
1796,748,Pacific Asia,West Asia,Saudi Arabia
1797,7333,LATAM,Central America,Mexico
1798,8230,Europe,Western Europe,Germany
1799,1952,Pacific Asia,Eastern Asia,Japan
1800,11943,North America,East of USA,USA
1801,3379,North America,South of  USA,USA
1802,1915,North America,West of USA,USA
1803,3372,Africa,West Africa,Nigeria
1804,9816,Africa,East Africa,Kenya
1805,2127,Pacific Asia,South Asia,Iran
1806,9804,Africa,East Africa,Zambia
1807,1422,LATAM,Central America,Mexico
1808,11575,LATAM,Central America,Mexico
1809,299,LATAM,Central America,El Salvador
1810,9669,LATAM,South America,Brazil
1811,10884,LATAM,Central America,Guatemala
1812,1452,LATAM,South America,Brazil
1813,5704,Europe,Western Europe,Germany
1814,1430,Europe,Western Europe,Germany
1815,2147,Europe,Western Europe,France
1816,3610,Europe,Northern Europe,United Kingdom
1817,7423,Europe,Western Europe,Belgium
1818,6907,Europe,Western Europe,Germany
1819,3022,Europe,Western Europe,France
1820,9924,Pacific Asia,Oceania,Australia
1821,771,LATAM,Central America,Mexico
1822,3964,Europe,Southern Europe,Italy
1823,12007,Europe,Western Europe,France
1824,8933,Pacific Asia,Oceania,Australia
1825,2189,Pacific Asia,Southeast Asia,Philippines
1826,987,Pacific Asia,Southeast Asia,Cambodia
1827,7564,Pacific Asia,Eastern Asia,China
1828,6347,Pacific Asia,Oceania,Australia
1829,7297,Pacific Asia,Eastern Asia,China
1830,731,North America,South of  USA,USA
1831,11768,North America,US Center,USA
1832,7707,North America,West of USA,USA
1833,285,Africa,East Africa,Zambia
1834,3518,Africa,West Africa,Cote d'Ivoire
1835,8170,LATAM,Central America,Mexico
1836,7018,Europe,Southern Europe,Italy
1837,12280,Europe,Western Europe,France
1838,5952,LATAM,South America,Brazil
1839,518,Europe,Northern Europe,United Kingdom
1840,5952,Pacific Asia,Southeast Asia,Philippines
1841,9037,Pacific Asia,Oceania,Australia
1842,8692,North America,West of USA,USA
1843,2091,North America,US Center,USA
1844,10285,LATAM,Central America,Mexico
1845,4394,LATAM,Central America,Mexico
1846,9308,LATAM,Central America,Mexico
1847,12126,LATAM,Central America,Nicaragua
1848,9273,LATAM,Central America,Mexico
1849,160,Europe,Western Europe,France
1850,7075,Europe,Western Europe,Germany
1851,5559,Europe,Southern Europe,Italy
1852,5314,Europe,Western Europe,France
1853,1779,Pacific Asia,Southeast Asia,Thailand
1854,5593,Pacific Asia,Oceania,Australia
1855,4885,Pacific Asia,Oceania,Australia
1856,8681,North America,East of USA,USA
1857,142,Europe,Eastern Europe,Romania
1858,560,LATAM,Central America,Guatemala
1859,12368,LATAM,Central America,Guatemala
1860,2825,LATAM,South America,Ecuador
1861,6581,LATAM,Caribbean,Dominican Republic
1862,6740,Europe,Western Europe,Germany
1863,3964,Europe,Western Europe,France
1864,11840,Europe,Southern Europe,Spain
1865,7900,Pacific Asia,Oceania,New zealand
1866,10419,North America,East of USA,USA
1867,4094,LATAM,Caribbean,Dominican Republic
1868,10631,LATAM,Central America,Honduras
1869,6953,LATAM,Central America,Honduras
1870,11217,LATAM,Central America,Mexico
1871,10207,LATAM,Central America,Nicaragua
1872,7157,Europe,Western Europe,Netherlands
1873,8,Europe,Western Europe,France
1874,11185,Pacific Asia,Oceania,Australia
1875,6724,Pacific Asia,Southeast Asia,Indonesia
1876,4518,Pacific Asia,Oceania,Australia
1877,7714,Pacific Asia,South Asia,Iran
1878,5525,LATAM,Central America,Mexico
1879,4177,LATAM,Central America,Mexico
1880,9897,LATAM,Caribbean,Dominican Republic
1881,3932,Europe,Western Europe,Germany
1882,7123,Pacific Asia,Eastern Asia,China
1883,7829,Pacific Asia,Southeast Asia,Indonesia
1884,438,North America,US Center,USA
1885,3280,North America,East of USA,USA
1886,2975,Africa,Southern Africa,South Africa
1887,467,Pacific Asia,West Asia,Palestine
1888,2411,LATAM,Central America,Mexico
1889,1147,Europe,Northern Europe,United Kingdom
1890,11522,Europe,Western Europe,Germany
1891,956,LATAM,South America,Guyana
1892,5458,LATAM,Central America,Nicaragua
1893,10285,Europe,Western Europe,France
1894,3302,Europe,Northern Europe,Finland
1895,11471,Pacific Asia,Oceania,Australia
1896,3800,Pacific Asia,Southeast Asia,Indonesia
1897,18,Pacific Asia,Southeast Asia,Cambodia
1898,8016,Pacific Asia,South Asia,India
1899,5917,North America,West of USA,USA
1900,4595,Pacific Asia,West Asia,Turkey
1901,4543,LATAM,Caribbean,Cuba
1902,2600,LATAM,Central America,Mexico
1903,2933,Europe,Western Europe,Belgium
1904,11229,Europe,Western Europe,France
1905,2823,Europe,Western Europe,France
1906,9821,Europe,Western Europe,France
1907,12364,LATAM,South America,Brazil
1908,473,Europe,Southern Europe,Italy
1909,11394,Europe,Western Europe,Germany
1910,3031,Europe,Western Europe,Germany
1911,11835,Pacific Asia,Southeast Asia,Malaysia
1912,1099,Pacific Asia,Southeast Asia,Indonesia
1913,3794,North America,West of USA,USA
1914,7729,Europe,Western Europe,France
1915,8031,LATAM,Central America,Honduras
1916,539,Europe,Northern Europe,United Kingdom
1917,5772,Pacific Asia,Oceania,Australia
1918,9348,Pacific Asia,Southeast Asia,Thailand
1919,8653,LATAM,Central America,Mexico
1920,8065,Europe,Southern Europe,Spain
1921,8675,Europe,Western Europe,Germany
1922,2316,Europe,Western Europe,Germany
1923,898,Pacific Asia,South Asia,Bangladesh
1924,1611,Pacific Asia,Southeast Asia,Philippines
1925,8657,North America,East of USA,USA
1926,14,North America,West of USA,USA
1927,7842,Africa,North Africa,Algeria
1928,4421,LATAM,Central America,Honduras
1929,9365,LATAM,Caribbean,Dominican Republic
1930,7475,Europe,Western Europe,France
1931,8630,LATAM,Central America,El Salvador
1932,6425,LATAM,Central America,Honduras
1933,8321,LATAM,South America,Argentina
1934,7352,LATAM,Caribbean,Jamaica
1935,779,Europe,Southern Europe,Spain
1936,2289,Europe,Western Europe,Netherlands
1937,4278,Europe,Western Europe,Austria
1938,6597,Pacific Asia,Southeast Asia,Myanmar
1939,8252,Pacific Asia,Southeast Asia,Indonesia
1940,7957,Africa,West Africa,Cote d'Ivoire
1941,7335,Europe,Southern Europe,Italy
1942,969,Europe,Northern Europe,United Kingdom
1943,42,Pacific Asia,Southeast Asia,Philippines
1944,3758,Pacific Asia,Eastern Asia,China
1945,2626,North America,East of USA,USA
1946,8303,North America,South of  USA,USA
1947,3156,North America,West of USA,USA
1948,2303,Africa,East Africa,Somalia
1949,7732,Africa,Southern Africa,South Africa
1950,12288,LATAM,South America,Venezuela
1951,10884,Europe,Northern Europe,United Kingdom
1952,7992,Europe,Northern Europe,United Kingdom
1953,8517,Europe,Southern Europe,Italy
1954,8283,LATAM,Caribbean,Cuba
1955,5648,LATAM,Central America,Panama
1956,7829,Europe,Western Europe,Germany
1957,1838,Pacific Asia,Oceania,Australia
1958,365,North America,West of USA,USA
1959,1129,Europe,Eastern Europe,Russia
1960,3250,Pacific Asia,Central Asia,Uzbekistan
1961,1864,Europe,Western Europe,France
1962,11387,LATAM,Caribbean,Cuba
1963,3713,Europe,Western Europe,Germany
1964,1078,Pacific Asia,South Asia,India
1965,2885,North America,West of USA,USA
1966,6836,Pacific Asia,West Asia,Syria
1967,5648,LATAM,Central America,Mexico
1968,11101,Europe,Northern Europe,United Kingdom
1969,7710,LATAM,Central America,Guatemala
1970,9671,LATAM,South America,Brazil
1971,11605,LATAM,Central America,Honduras
1972,8148,Europe,Southern Europe,Italy
1973,8332,Pacific Asia,South Asia,Bangladesh
1974,4885,Pacific Asia,South Asia,Pakistan
1975,5302,Pacific Asia,Oceania,Australia
1976,7000,Pacific Asia,South Asia,India
1977,4333,Pacific Asia,Oceania,Australia
1978,1572,North America,US Center,USA
1979,9432,Africa,North Africa,Egypt
1980,6950,Africa,North Africa,Algeria
1981,2540,Africa,North Africa,Morocco
1982,7172,Europe,Western Europe,France
1983,3270,LATAM,South America,Colombia
1984,11178,Europe,Western Europe,France
1985,9441,Europe,Western Europe,Netherlands
1986,3245,Europe,Southern Europe,Italy
1987,9063,Europe,Western Europe,Austria
1988,11038,Pacific Asia,Eastern Asia,China
1989,6407,Pacific Asia,Oceania,Australia
1990,2921,North America,West of USA,USA
1991,963,North America,West of USA,USA
1992,4091,North America,US Center,USA
1993,1921,Africa,North Africa,Morocco
1994,3619,LATAM,South America,Argentina
1995,10017,LATAM,South America,Brazil
1996,2418,LATAM,South America,Argentina
1997,6812,LATAM,Central America,El Salvador
1998,3180,Europe,Western Europe,France
1999,8285,Europe,Western Europe,Netherlands
2000,5636,LATAM,Central America,El Salvador
2001,4216,LATAM,Central America,Mexico
2002,9821,LATAM,South America,Brazil
2003,8554,LATAM,South America,Brazil
2004,5368,Europe,Western Europe,France
2005,5559,Pacific Asia,Eastern Asia,Hong Kong
2006,7520,Pacific Asia,Southeast Asia,Indonesia
2007,3942,Pacific Asia,South Asia,Pakistan
2008,8491,Pacific Asia,South Asia,Pakistan
2009,375,Pacific Asia,Southeast Asia,Philippines
2010,3610,Pacific Asia,Southeast Asia,Thailand
2011,8813,North America,South of  USA,USA
2012,3762,Europe,Eastern Europe,Ukraine
2013,3025,Pacific Asia,West Asia,Turkey
2014,4074,Africa,Central Africa,Democratic Republic of Congo
2015,8124,Africa,North Africa,Morocco
2016,827,LATAM,Caribbean,Cuba
2017,656,LATAM,Central America,Mexico
2018,11794,Europe,Western Europe,Germany
2019,11731,Europe,Western Europe,Germany
2020,7727,Europe,Southern Europe,Spain
2021,6516,Europe,Western Europe,Austria
2022,5302,Europe,Southern Europe,Spain
2023,396,North America,East of USA,USA
2024,65,Africa,East Africa,Kenya
2025,4661,Europe,Eastern Europe,Poland
2026,4904,Europe,Western Europe,France
2027,9383,Europe,Northern Europe,United Kingdom
2028,1523,LATAM,South America,Chile
2029,1933,LATAM,Caribbean,Haiti
2030,4030,Europe,Western Europe,France
2031,5148,Europe,Western Europe,France
2032,8725,Pacific Asia,Southeast Asia,Philippines
2033,6737,Pacific Asia,Eastern Asia,China
2034,3317,Pacific Asia,Southeast Asia,Singapore
2035,603,North America,West of USA,USA
2036,1864,North America,West of USA,USA
2037,4663,North America,East of USA,USA
2038,4904,Africa,Central Africa,Angola
2039,7712,Europe,Eastern Europe,Russia
2040,2241,LATAM,Central America,Nicaragua
2041,3189,LATAM,Central America,Panama
2042,126,LATAM,South America,Brazil
2043,9281,LATAM,South America,Brazil
2044,1918,LATAM,South America,Venezuela
2045,6832,Europe,Southern Europe,Italy
2046,5812,Europe,Western Europe,France
2047,5294,Pacific Asia,Oceania,Australia
2048,2482,North America,West of USA,USA
2049,7623,Pacific Asia,West Asia,Turkey
2050,3512,Pacific Asia,South Asia,Iran
2051,7837,LATAM,Central America,Mexico
2052,737,LATAM,South America,Brazil
2053,8325,LATAM,Central America,El Salvador
2054,555,Europe,Western Europe,Germany
2055,5026,Europe,Western Europe,France
2056,11396,Europe,Northern Europe,United Kingdom
2057,845,Africa,West Africa,Nigeria
2058,4463,Africa,North Africa,Egypt
2059,473,Africa,East Africa,Zambia
2060,6150,Europe,Eastern Europe,Russia
2061,7382,Europe,Eastern Europe,Ukraine
2062,1000,Pacific Asia,South Asia,Iran
2063,10059,LATAM,Central America,Nicaragua
2064,1239,LATAM,Caribbean,Barbados
2065,455,Europe,Western Europe,France
2066,3969,Europe,Western Europe,Germany
2067,12115,Pacific Asia,Eastern Asia,China
2068,10133,Pacific Asia,Southeast Asia,Vietnam
2069,321,Europe,Southern Europe,Spain
2070,10051,Europe,Southern Europe,Italy
2071,7803,Europe,Northern Europe,Denmark
2072,737,Pacific Asia,South Asia,India
2073,3554,Africa,Southern Africa,South Africa
2074,1597,LATAM,Central America,Mexico
2075,6600,LATAM,South America,Argentina
2076,7992,LATAM,Caribbean,Cuba
2077,11107,North America,East of USA,USA
2078,8052,LATAM,Central America,Guatemala
2079,4177,LATAM,South America,Brazil
2080,11536,LATAM,Central America,Mexico
2081,4639,LATAM,Central America,Mexico
2082,4931,Europe,Western Europe,Germany
2083,10617,Europe,Northern Europe,United Kingdom
2084,3201,Europe,Western Europe,Germany
2085,8220,Pacific Asia,Southeast Asia,Indonesia
2086,10110,Pacific Asia,Oceania,Australia
2087,11162,LATAM,Central America,Mexico
2088,3173,Europe,Western Europe,France
2089,1977,LATAM,South America,Brazil
2090,10930,Pacific Asia,Eastern Asia,China
2091,12348,Pacific Asia,Oceania,Australia
2092,9447,Africa,Central Africa,Democratic Republic of Congo
2093,10617,Pacific Asia,West Asia,Turkey
2094,12325,LATAM,Central America,Mexico
2095,3120,Europe,Northern Europe,United Kingdom
2096,2021,Europe,Western Europe,Austria
2097,7057,LATAM,Caribbean,Dominican Republic
2098,10159,Europe,Western Europe,France
2099,7702,Europe,Southern Europe,Italy
2100,10763,Pacific Asia,South Asia,Afghanistan
2101,10963,Pacific Asia,Southeast Asia,Malaysia
2102,1528,Pacific Asia,Oceania,Australia
2103,3660,Pacific Asia,South Asia,India
2104,3673,North America,West of USA,USA
2105,5752,North America,East of USA,USA
2106,9622,Pacific Asia,West Asia,Saudi Arabia
2107,4938,Pacific Asia,West Asia,Iraq
2108,10022,LATAM,Caribbean,Cuba
2109,4091,LATAM,South America,Colombia
2110,7460,LATAM,South America,Colombia
2111,6836,Europe,Western Europe,Germany
2112,6494,LATAM,Central America,Honduras
2113,3878,Europe,Southern Europe,Italy
2114,7636,Pacific Asia,Southeast Asia,Thailand
2115,9046,Africa,West Africa,Senegal
2116,7837,Pacific Asia,West Asia,Turkey
2117,8391,Europe,Northern Europe,Denmark
2118,8375,Europe,Southern Europe,Spain
2119,4130,LATAM,Caribbean,Cuba
2120,383,LATAM,Central America,Nicaragua
2121,1414,Europe,Western Europe,France
2122,11648,North America,West of USA,USA
2123,5625,LATAM,Central America,Panama
2124,11516,LATAM,Central America,Panama
2125,9477,Pacific Asia,Southeast Asia,Philippines
2126,285,North America,US Center,USA
2127,7724,Africa,North Africa,Morocco
2128,6836,LATAM,Central America,Mexico
2129,3180,LATAM,Central America,Mexico
2130,10545,LATAM,Central America,Nicaragua
2131,805,LATAM,Caribbean,Dominican Republic
2132,10968,LATAM,Central America,Mexico
2133,6768,Europe,Northern Europe,Sweden
2134,7333,Pacific Asia,South Asia,India
2135,11065,Pacific Asia,Eastern Asia,China
2136,5863,North America,US Center,USA
2137,10169,North America,US Center,USA
2138,2844,Europe,Eastern Europe,Russia
2139,944,Pacific Asia,West Asia,Saudi Arabia
2140,3650,Europe,Eastern Europe,Poland
2141,11249,LATAM,South America,Brazil
2142,6161,Europe,Northern Europe,Sweden
2143,7352,LATAM,Central America,El Salvador
2144,3643,LATAM,South America,Peru
2145,2532,Europe,Southern Europe,Italy
2146,3508,Pacific Asia,South Asia,India
2147,4901,Pacific Asia,Southeast Asia,Vietnam
2148,10662,North America,US Center,USA
2149,11708,LATAM,Central America,Mexico
2150,220,LATAM,South America,Brazil
2151,10770,LATAM,Caribbean,Dominican Republic
2152,737,Europe,Northern Europe,United Kingdom
2153,565,LATAM,Caribbean,Jamaica
2154,9743,LATAM,Central America,Guatemala
2155,10612,Europe,Western Europe,France
2156,1572,Europe,Northern Europe,Sweden
2157,9271,North America,West of USA,USA
2158,2802,North America,West of USA,USA
2159,6880,North America,East of USA,USA
2160,9074,North America,Canada,Canada
2161,7362,Pacific Asia,West Asia,Turkey
2162,2116,Africa,Southern Africa,South Africa
2163,1662,Africa,Central Africa,Democratic Republic of Congo
2164,2970,Europe,Eastern Europe,Ukraine
2165,8321,LATAM,Caribbean,Dominican Republic
2166,3508,LATAM,Central America,Mexico
2167,8220,LATAM,South America,Brazil
2168,8180,Europe,Southern Europe,Spain
2169,6620,Europe,Western Europe,Germany
2170,6307,Europe,Southern Europe,Italy
2171,6129,North America,West of USA,USA
2172,771,North America,West of USA,USA
2173,8871,Pacific Asia,South Asia,Iran
2174,11794,Africa,Southern Africa,South Africa
2175,8016,Africa,East Africa,Somalia
2176,67,Europe,Western Europe,Germany
2177,4885,Europe,Western Europe,France
2178,3518,LATAM,Central America,Mexico
2179,1317,LATAM,Central America,Mexico
2180,6890,LATAM,South America,Chile
2181,10357,LATAM,South America,Brazil
2182,10001,LATAM,Central America,Panama
2183,6616,Europe,Western Europe,France
2184,827,Europe,Western Europe,Germany
2185,8134,Europe,Western Europe,France
2186,2685,Pacific Asia,Oceania,Australia
2187,1031,Pacific Asia,South Asia,Pakistan
2188,7226,Pacific Asia,South Asia,India
2189,10334,North America,South of  USA,USA
2190,7105,North America,East of USA,USA
2191,10698,Pacific Asia,West Asia,Turkey
2192,3524,LATAM,South America,Brazil
2193,5816,Europe,Western Europe,Germany
2194,9206,North America,East of USA,USA
2195,5884,Africa,North Africa,Egypt
2196,9775,LATAM,Central America,El Salvador
2197,8428,LATAM,Caribbean,Cuba
2198,12323,LATAM,South America,Brazil
2199,7690,Europe,Western Europe,Germany
2200,10288,Africa,North Africa,Morocco
2201,8038,LATAM,South America,Brazil
2202,5549,LATAM,Caribbean,Cuba
2203,10355,LATAM,Central America,Nicaragua
2204,11115,Europe,Western Europe,France
2205,7257,Africa,Central Africa,Democratic Republic of Congo
2206,10178,Pacific Asia,Southeast Asia,Philippines
2207,4815,Pacific Asia,Southeast Asia,Philippines
2208,9108,North America,East of USA,USA
2209,8920,North America,South of  USA,USA
2210,6810,North America,West of USA,USA
2211,126,North America,East of USA,USA
2212,3541,Europe,Eastern Europe,Russia
2213,2091,LATAM,Central America,Mexico
2214,7952,Pacific Asia,South Asia,India
